"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,4.66500615236748
10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,5.70235848681623
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,4.85619993111307
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5.10787269285467
11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,4.8161316832934
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7.19529407124005
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,6.99222313499195
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,5.90982416758123
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7.00647094208977
7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,4.95304574245793
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,7.96379489860486
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7.19882276887705
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,4.85868179379934
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,5.74882159530996
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,4.92824841005165
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5.17032443427972
7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,4.95838308614999
8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5.23541072424851
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,5.87426566882148
11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,5.89697504183914
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6.02526736124326
12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6.37897266891787
8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4.11806597142113
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6.26251623456608
7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,5.19029379496632
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,5.70621931619467
8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6.39270985083571
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,5.97441053153724
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,6.81351554630524
8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6.2574438253936
10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,5.72825531991829
6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,5.91714228488917
8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5.35191440286295
13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,4.8024598273335
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6.11168067079358
8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5.13715483320708
9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6.06490185067751
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,4.84371083782531
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5.51694235539686
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,5.9408226120457
11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,4.36131274825427
11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5.14001018663335
8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5.11710734878336
8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,5.10451954391429
10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,4.8132340597529
7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,5.87696256939234
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,4.98252824367059
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5.16028431474441
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,4.50759219830399
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,4.87219344907708
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,5.68424836844103
7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,4.62185573337821
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,5.73411699371861
10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5.12124702000228
7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,5.91721817403401
10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,3.72010529706954
7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5.4770873988095
8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,4.94487145850253
9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5.27434882439619
9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,4.74009615666369
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,6.56229755961617
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,5.99235370316245
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5.3738650773588
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5.14597901985155
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,4.51483960177786
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5.17330344875166
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,4.97742428836537
7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7.30720864911568
7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5.40777164440273
8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,3.83560212344144
8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,6.84063397724795
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6.21849952777675
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5.25671831257056
9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5.35880339006174
15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,4.96638104265084
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,5.95765774901566
8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,4.74648835820276
9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,4.57993011729146
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,4.94911666798327
12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,6.70003154212315
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6.20376940781452
7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,3.92691673977516
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6.04220862384414
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,4.87445113442883
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,5.89927643322127
10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,5.91783184833958
12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5.07804197341024
9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,4.93164964547096
8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,5.93091045337635
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6.17678669802998
10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5.28449541711671
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,5.91297571966563
6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5.28179972478475
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5.01143523743592
9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,4.67195783600137
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5.39793507424795
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,5.86080033922534
9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,4.97316407632458
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6.05883387459555
8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5.2198969242
8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5.03785546231431
10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5.02595718376097
13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,4.83973788073235
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6.1944026805406
8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,4.95540583543294
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5.02766323101497
9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,4.94944936204958
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5.08099475088017
7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,4.85523803638695
9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5.02812014654342
7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5.35038077602177
8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5.09232492808722
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,2.5448245712042
9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5.10108379887064
8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5.62214549833323
9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,4.90581902635388
9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,4.79017791095396
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,5.94921101820665
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,5.96755292101736
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,5.84990298112566
9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,4.88042455403396
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,5.61892035284482
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6.23217627396788
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6.17838418622009
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6.03477347494366
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4.05710691006742
9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,3.59318172984608
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5.2551136837993
7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5.44169494742714
7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5.35595756305738
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6.03085194294409
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6.027507742244
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5.21927155966277
8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5.23006426148128
8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,4.87587299203667
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5.09406448040965
9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5.19799256130634
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,5.81866302268225
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5.17641127135369
7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5.23696647076332
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5.17051088584818
7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,4.9072522887211
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5.05639420224223
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,4.63614399106721
7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,4.87018154348243
7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,4.926646008697
7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4.18210080723273
9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,4.93020321116277
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6.45490919529066
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5.16165112313324
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5.21108611643307
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6.29051544840521
9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5.27814403544404
8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,4.904623338995
7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,4.53311649875362
7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,4.56233484069528
7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5.33411453879738
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,4.65280165543773
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5.71651358642966
8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,5.59062018597298
9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5.80806030538409
9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5.32953321164882
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,5.94964651503896
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5.06784781212539
6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,5.16911069661852
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,4.7596723386908
11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,4.83066946070624
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,5.67237895318455
8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,5.7769088636918
8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,4.71625357799875
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6.52060732651875
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6.14367853030054
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5.39995742178203
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,4.75567256459913
7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5.43510732995516
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5.08023956472663
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6.4400019511934
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6.0347975080362
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6.06759760018498
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5.35175055047569
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5.14319722248938
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5.04175646648813
9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,4.65611168612806
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5.04450374587053
8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,5.8533705677384
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,4.94185382311524
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,5.8370366907946
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,5.89534474511523
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,4.55726235542876
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5.33775424474349
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6.30048754781784
7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,4.78748487168095
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6.04595730312732
9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,4.84396664181707
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,4.78429685718542
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,5.73401486429589
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6.00334828561862
7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,4.81101535133916
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6.22547723188122
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,5.70340774889186
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,4.74298804047192
7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5.18338432510706
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6.34087847033753
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,4.81295265706239
9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5.07805848462714
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5.28766878584704
7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,4.72006425473372
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5.09670602300184
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,4.79900943222102
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,5.62322169041416
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6.08348030827826
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5.0277748870877
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,5.79452678442626
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,4.86318607818977
7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6.08901024285881
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,4.91220362822713
10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,5.89747976718202
10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,5.00218565474928
8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,4.41524748137869
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,6.95810004230556
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6.52132018668504
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6.09470012992992
7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5.12892567861805
8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5.18720119233539
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7.17392895979451
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,5.88503935328035
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6.45578995183295
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,6.7826763589378
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,6.60701354683217
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7.00281476392805
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,4.98232734587633
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6.13973391887865
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5.1224554800766
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,5.8936657278427
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5.15186323548023
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,3.89410026315037
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6.11285121248229
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5.09826294383881
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,5.75263941539435
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,5.95564125663661
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,4.71128527087124
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5.32276874526906
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5.23853323388481
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,6.47183955948396
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5.11211602130104
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,4.85034594287973
7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5.11719956217791
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5.07411430121192
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7.18984071846087
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5.18895749352041
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,7.94810318450112
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6.20080953490029
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4.08961850806031
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6.27917607911553
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,2.93449239223584
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4.03371051553809
8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,4.6959230970742
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5.02027136643436
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7.17626081612782
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,6.84686924487493
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,6.69794208123683
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5.15292690908154
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7.19454965408972
6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,4.78847224618525
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6.01503093961545
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5.31884093127965
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6.09349365081303
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5.16547310747682
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,4.69858369112929
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,5.86139253592914
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5.31587461732834
6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5.03804933102662
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,4.52365036740341
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,4.56081196980151
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,4.96248479541877
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,5.89990661170205
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6.12155102658847
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,6.54263485302765
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,5.90167057376714
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,6.62825758144725
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,6.95119818485043
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,5.93155823759717
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5.23892175669661
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,5.90713552186641
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,4.83316857654961
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5.05062846466683
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,4.81307086426284
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,4.70949491578037
6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6.16348117967231
