"age","fnlwgt","occupation","education_year","marital_status","race","gender","hours_per_week","income"
50,141875,"Transport-moving",9,"Married-civ-spouse","White","Male",40,0
46,280030,"unknown",3,"Married-civ-spouse","White","Male",40,0
28,189530,"Sales",9,"Married-civ-spouse","White","Male",35,0
31,369648,"Craft-repair",12,"Married-civ-spouse","White","Male",50,1
33,251521,"Adm-clerical",7,"Never-married","White","Female",35,0
20,49179,"Prof-specialty",10,"Never-married","White","Male",35,0
31,108464,"Tech-support",12,"Married-civ-spouse","White","Male",40,0
19,95078,"Adm-clerical",9,"Never-married","White","Female",15,0
31,192565,"Prof-specialty",14,"Married-civ-spouse","White","Male",90,1
62,24050,"Sales",9,"Widowed","White","Female",15,0
60,101096,"Prof-specialty",16,"Never-married","White","Female",65,1
20,121389,"unknown",10,"Never-married","White","Male",32,0
25,290528,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,0
21,136610,"Handlers-cleaners",8,"Never-married","White","Male",32,0
44,351228,"Adm-clerical",9,"Married-civ-spouse","White","Male",40,0
26,190762,"Sales",10,"Married-civ-spouse","White","Male",18,0
51,159604,"Prof-specialty",10,"Married-civ-spouse","White","Female",40,1
58,236596,"Adm-clerical",9,"Married-civ-spouse","White","Male",45,1
23,107190,"Adm-clerical",10,"Never-married","Black","Male",20,0
33,286675,"Craft-repair",7,"Married-civ-spouse","White","Male",40,0
45,208049,"Exec-managerial",12,"Divorced","White","Female",40,0
27,150025,"Handlers-cleaners",3,"Never-married","White","Male",40,0
36,90897,"Tech-support",12,"Never-married","White","Female",40,0
18,55658,"Other-service",6,"Never-married","White","Male",25,0
32,118551,"Other-service",9,"Divorced","White","Female",80,0
44,281739,"Adm-clerical",10,"Never-married","White","Male",50,1
63,199888,"Adm-clerical",9,"Divorced","White","Female",40,0
47,71221,"Machine-op-inspct",9,"Divorced","White","Female",60,0
22,134192,"Tech-support",10,"Never-married","White","Female",10,0
18,90860,"Sales",10,"Never-married","Asian-Pac-Islander","Female",20,0
17,177629,"Sales",7,"Never-married","White","Female",20,0
36,185099,"Prof-specialty",15,"Married-civ-spouse","White","Male",55,1
25,36984,"Prof-specialty",13,"Never-married","White","Female",50,0
51,111721,"Other-service",9,"Married-civ-spouse","White","Male",35,0
36,241998,"Prof-specialty",13,"Married-civ-spouse","White","Male",50,0
18,173125,"unknown",8,"Never-married","White","Female",24,0
72,109385,"Other-service",2,"Married-civ-spouse","Black","Male",36,0
20,214387,"Machine-op-inspct",9,"Never-married","White","Male",40,0
71,211707,"Sales",10,"Married-civ-spouse","White","Male",4,0
44,325461,"Exec-managerial",13,"Married-civ-spouse","White","Male",50,1
34,56883,"Other-service",10,"Never-married","White","Female",40,0
44,63503,"Sales",13,"Married-civ-spouse","White","Male",60,1
53,402016,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",52,1
44,92162,"Craft-repair",9,"Divorced","White","Male",40,0
21,198992,"Sales",9,"Never-married","White","Female",33,0
29,58115,"Sales",13,"Married-civ-spouse","White","Male",41,0
31,288825,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",40,0
54,197975,"Sales",3,"Married-civ-spouse","White","Male",51,0
53,159849,"Adm-clerical",10,"Divorced","White","Female",35,0
64,228140,"unknown",13,"Married-civ-spouse","White","Male",40,1
45,247379,"Exec-managerial",10,"Married-civ-spouse","White","Male",50,0
66,177351,"unknown",13,"Married-civ-spouse","White","Male",40,1
35,191779,"Craft-repair",10,"Married-civ-spouse","White","Male",40,1
47,106466,"Craft-repair",10,"Divorced","White","Male",40,0
28,291374,"Adm-clerical",9,"Never-married","Black","Female",40,0
46,353824,"Adm-clerical",12,"Never-married","White","Male",40,0
44,57233,"Farming-fishing",9,"Married-civ-spouse","White","Male",50,0
61,208919,"Sales",14,"Married-civ-spouse","White","Male",60,1
26,375313,"unknown",10,"Never-married","Asian-Pac-Islander","Male",40,0
43,186144,"Craft-repair",9,"Married-civ-spouse","White","Male",40,1
45,173664,"Exec-managerial",13,"Married-civ-spouse","White","Male",45,1
29,160510,"Prof-specialty",13,"Married-civ-spouse","White","Male",50,1
35,110188,"Prof-specialty",13,"Married-civ-spouse","Asian-Pac-Islander","Male",40,0
58,182062,"Prof-specialty",16,"Married-civ-spouse","White","Male",24,1
56,174533,"unknown",13,"Never-married","White","Female",20,0
53,108435,"Tech-support",9,"Married-civ-spouse","White","Male",40,0
47,213408,"Machine-op-inspct",5,"Divorced","White","Female",40,0
45,200559,"Farming-fishing",11,"Married-civ-spouse","White","Male",70,0
18,366154,"Other-service",9,"Never-married","White","Male",30,0
38,170174,"Prof-specialty",9,"Never-married","White","Male",60,0
27,151382,"Exec-managerial",9,"Never-married","White","Male",40,0
40,166327,"Adm-clerical",10,"Divorced","Black","Female",35,0
44,307468,"Protective-serv",11,"Married-civ-spouse","White","Male",50,1
27,136077,"Tech-support",13,"Never-married","White","Male",50,0
73,147551,"Prof-specialty",10,"Married-civ-spouse","White","Male",50,1
56,320833,"Craft-repair",9,"Married-civ-spouse","Black","Male",40,0
46,275625,"Other-service",13,"Divorced","Asian-Pac-Islander","Female",60,1
28,110408,"Sales",9,"Married-civ-spouse","White","Male",45,0
44,296858,"Armed-Forces",14,"Married-civ-spouse","White","Male",40,1
36,359001,"Protective-serv",10,"Married-civ-spouse","White","Male",48,0
65,113323,"Exec-managerial",13,"Married-civ-spouse","White","Male",40,1
23,132556,"Handlers-cleaners",9,"Never-married","White","Male",40,0
45,92374,"Exec-managerial",10,"Never-married","Other","Male",60,1
35,301862,"Craft-repair",9,"Never-married","White","Male",50,0
32,459007,"Protective-serv",9,"Married-civ-spouse","White","Male",90,0
57,191873,"Tech-support",9,"Married-civ-spouse","White","Male",40,0
45,513660,"Prof-specialty",13,"Never-married","White","Male",40,0
36,135874,"Sales",13,"Married-civ-spouse","White","Male",40,0
20,266467,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
33,334744,"Craft-repair",10,"Married-civ-spouse","White","Male",50,1
34,162544,"Priv-house-serv",4,"Never-married","White","Female",30,0
55,125000,"Exec-managerial",15,"Married-civ-spouse","White","Male",60,1
59,146013,"Sales",10,"Married-civ-spouse","White","Male",40,0
48,117054,"unknown",3,"Divorced","White","Male",99,0
34,176711,"Other-service",9,"Divorced","White","Male",40,0
72,28865,"Transport-moving",4,"Married-civ-spouse","White","Male",14,0
29,163167,"Sales",9,"Divorced","White","Male",40,0
24,254767,"Farming-fishing",4,"Married-civ-spouse","White","Male",50,0
22,110946,"Other-service",10,"Never-married","White","Female",40,0
36,89625,"Protective-serv",9,"Never-married","Asian-Pac-Islander","Female",40,0
35,228493,"Sales",10,"Never-married","White","Male",48,0
37,254202,"Exec-managerial",14,"Never-married","White","Female",50,1
33,279524,"Machine-op-inspct",9,"Divorced","White","Female",40,0
26,248776,"Adm-clerical",10,"Never-married","White","Female",40,0
57,130714,"Handlers-cleaners",2,"Married-civ-spouse","White","Male",22,0
47,304223,"Sales",10,"Married-civ-spouse","White","Male",40,0
48,94461,"Machine-op-inspct",9,"Widowed","White","Female",16,0
20,358355,"unknown",8,"Never-married","White","Female",35,0
59,106748,"Other-service",4,"Married-civ-spouse","White","Female",99,0
26,214215,"Other-service",7,"Married-civ-spouse","White","Male",50,0
54,57758,"Sales",14,"Married-civ-spouse","White","Male",68,1
31,163516,"Adm-clerical",10,"Widowed","White","Female",40,0
55,239404,"Transport-moving",6,"Married-civ-spouse","Black","Male",45,0
37,353298,"Sales",9,"Married-civ-spouse","White","Male",50,1
33,176410,"Prof-specialty",14,"Married-civ-spouse","White","Female",10,1
47,26994,"Adm-clerical",10,"Divorced","White","Female",35,0
36,104213,"Adm-clerical",10,"Divorced","White","Female",40,0
35,308874,"Craft-repair",9,"Never-married","Black","Male",40,0
71,193863,"unknown",4,"Widowed","White","Female",16,0
43,178866,"Adm-clerical",9,"Married-civ-spouse","White","Female",25,1
65,444725,"Craft-repair",15,"Married-spouse-absent","White","Male",48,1
42,74334,"Adm-clerical",14,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,1
37,188069,"Adm-clerical",10,"Married-civ-spouse","White","Male",40,1
48,98524,"Craft-repair",12,"Married-civ-spouse","White","Male",45,0
32,49539,"Other-service",10,"Never-married","White","Female",40,0
33,251990,"Adm-clerical",9,"Separated","Other","Male",37,0
47,181405,"Prof-specialty",15,"Married-civ-spouse","White","Male",40,1
33,226267,"Sales",12,"Married-civ-spouse","White","Male",40,0
36,295127,"Farming-fishing",9,"Married-civ-spouse","White","Male",84,0
53,113995,"Exec-managerial",13,"Married-civ-spouse","White","Male",45,1
20,164219,"Handlers-cleaners",9,"Never-married","White","Male",45,0
51,81169,"unknown",9,"Separated","White","Female",38,0
37,406664,"Craft-repair",4,"Married-civ-spouse","White","Male",45,0
45,297676,"Sales",12,"Widowed","White","Female",40,0
28,144833,"Handlers-cleaners",10,"Married-civ-spouse","White","Male",40,0
30,170065,"Craft-repair",10,"Married-civ-spouse","White","Male",40,0
28,31778,"Handlers-cleaners",13,"Never-married","White","Male",40,0
57,159028,"Prof-specialty",15,"Married-civ-spouse","White","Male",60,1
37,252939,"Prof-specialty",11,"Never-married","Black","Female",40,0
79,76641,"unknown",14,"Married-civ-spouse","White","Male",40,1
31,204752,"Sales",8,"Never-married","White","Male",32,0
22,345066,"Other-service",6,"Never-married","Black","Female",40,0
90,137018,"Other-service",9,"Never-married","White","Female",40,0
50,46401,"Sales",13,"Married-spouse-absent","White","Female",20,0
49,169818,"Other-service",9,"Married-civ-spouse","Black","Female",40,1
29,142443,"Prof-specialty",13,"Married-civ-spouse","White","Male",60,0
26,195994,"Sales",10,"Never-married","White","Female",15,0
40,230684,"Prof-specialty",9,"Married-civ-spouse","White","Male",40,1
24,148315,"Handlers-cleaners",9,"Never-married","White","Male",45,0
74,88638,"Prof-specialty",16,"Never-married","White","Female",20,1
48,110457,"Exec-managerial",10,"Divorced","White","Male",40,0
47,166863,"Exec-managerial",9,"Married-civ-spouse","White","Male",40,1
44,118947,"Sales",14,"Married-civ-spouse","White","Male",44,1
34,118901,"Machine-op-inspct",9,"Separated","White","Female",40,0
57,152030,"Sales",10,"Married-civ-spouse","White","Female",25,1
46,102102,"Exec-managerial",9,"Never-married","White","Male",40,0
46,167515,"Prof-specialty",10,"Married-civ-spouse","White","Male",50,1
63,181153,"Sales",9,"Married-civ-spouse","White","Male",35,0
17,161981,"unknown",6,"Never-married","White","Male",40,0
51,283314,"Craft-repair",13,"Married-civ-spouse","White","Male",40,1
22,137876,"unknown",10,"Never-married","White","Male",40,0
50,305319,"Craft-repair",4,"Married-civ-spouse","White","Male",40,0
38,200904,"Exec-managerial",13,"Married-civ-spouse","Black","Female",30,1
20,86143,"Other-service",10,"Never-married","Asian-Pac-Islander","Male",30,0
32,353994,"Exec-managerial",13,"Married-civ-spouse","Asian-Pac-Islander","Female",40,1
61,175032,"unknown",9,"Married-civ-spouse","White","Male",40,0
41,316820,"Sales",13,"Divorced","White","Male",40,1
41,336571,"Exec-managerial",10,"Married-civ-spouse","White","Male",40,0
40,168538,"Sales",9,"Married-civ-spouse","White","Male",60,1
41,333070,"Craft-repair",10,"Married-civ-spouse","Black","Male",35,0
26,110103,"Other-service",9,"Never-married","White","Female",40,0
50,167728,"Prof-specialty",16,"Married-civ-spouse","White","Male",60,1
22,51985,"Craft-repair",10,"Never-married","White","Male",30,0
32,402361,"Adm-clerical",9,"Never-married","White","Male",40,0
62,176965,"Other-service",4,"Married-civ-spouse","White","Male",40,0
44,138634,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,0
53,317313,"Craft-repair",9,"Married-civ-spouse","White","Male",48,0
28,116062,"Adm-clerical",12,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,0
39,31709,"Adm-clerical",10,"Married-civ-spouse","White","Female",20,1
40,141657,"Exec-managerial",9,"Married-civ-spouse","White","Female",35,1
32,93283,"Other-service",11,"Never-married","White","Male",40,0
27,280699,"unknown",10,"Never-married","White","Female",40,0
45,235924,"Exec-managerial",13,"Divorced","White","Female",40,0
46,330901,"Exec-managerial",10,"Married-civ-spouse","Black","Male",40,0
43,222971,"Machine-op-inspct",3,"Never-married","White","Female",40,0
45,284763,"Prof-specialty",10,"Divorced","Black","Female",40,0
48,167749,"Adm-clerical",9,"Married-civ-spouse","White","Female",40,1
47,201127,"Transport-moving",10,"Married-civ-spouse","White","Male",50,0
37,256723,"Adm-clerical",10,"Divorced","Black","Female",35,0
51,139347,"Adm-clerical",9,"Married-civ-spouse","White","Female",40,1
36,210945,"Adm-clerical",10,"Married-civ-spouse","White","Male",70,0
32,300687,"Prof-specialty",14,"Never-married","Black","Male",40,0
53,135339,"Exec-managerial",13,"Married-civ-spouse","Asian-Pac-Islander","Male",20,1
37,76845,"Prof-specialty",14,"Never-married","Black","Male",40,0
37,167396,"Other-service",9,"Married-civ-spouse","White","Male",40,0
33,119829,"Adm-clerical",9,"Married-civ-spouse","White","Female",60,0
23,322674,"Handlers-cleaners",10,"Never-married","White","Male",40,0
40,145441,"Prof-specialty",13,"Married-civ-spouse","White","Male",40,1
50,178251,"Adm-clerical",14,"Married-civ-spouse","White","Female",40,1
59,163047,"Adm-clerical",10,"Divorced","White","Female",38,0
41,70092,"Adm-clerical",10,"Divorced","White","Female",38,0
24,201179,"Other-service",9,"Never-married","White","Male",40,0
48,143299,"Machine-op-inspct",9,"Never-married","Black","Male",40,0
25,167031,"Other-service",10,"Never-married","Other","Female",25,0
25,175382,"Adm-clerical",9,"Never-married","White","Male",45,0
22,211129,"Adm-clerical",11,"Never-married","White","Female",10,0
23,173535,"Sales",9,"Never-married","White","Male",40,0
43,111483,"Sales",10,"Married-civ-spouse","White","Male",40,1
36,136028,"Craft-repair",5,"Married-civ-spouse","White","Male",30,0
47,145868,"Other-service",7,"Divorced","Black","Female",40,0
51,176751,"Prof-specialty",13,"Married-civ-spouse","White","Male",40,1
30,229741,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
21,149809,"Farming-fishing",9,"Never-married","White","Male",24,0
21,77665,"unknown",10,"Never-married","White","Male",35,0
52,279344,"Exec-managerial",14,"Married-civ-spouse","White","Female",60,1
64,178748,"Craft-repair",2,"Married-civ-spouse","White","Male",40,0
36,90159,"Other-service",10,"Married-civ-spouse","White","Female",40,0
54,169182,"Adm-clerical",9,"Separated","White","Female",38,0
30,176871,"Adm-clerical",10,"Separated","Black","Female",40,0
31,156763,"Sales",9,"Married-civ-spouse","White","Male",40,0
38,259972,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,0
53,290882,"Machine-op-inspct",4,"Married-civ-spouse","White","Male",40,0
44,280362,"Craft-repair",12,"Married-civ-spouse","White","Male",40,1
37,207066,"Exec-managerial",10,"Never-married","White","Male",40,0
37,26898,"Adm-clerical",12,"Never-married","White","Female",40,0
55,171015,"Adm-clerical",10,"Never-married","White","Female",36,0
41,143003,"Tech-support",14,"Married-civ-spouse","Asian-Pac-Islander","Male",45,1
68,128986,"Farming-fishing",4,"Married-civ-spouse","White","Male",30,0
46,563883,"Craft-repair",9,"Married-civ-spouse","Black","Male",60,1
40,46221,"Prof-specialty",16,"Never-married","White","Male",55,1
31,59469,"Other-service",9,"Never-married","White","Male",40,0
65,91262,"unknown",9,"Married-civ-spouse","Asian-Pac-Islander","Male",48,1
44,248249,"Handlers-cleaners",4,"Married-civ-spouse","White","Male",50,0
34,134886,"Other-service",9,"Married-civ-spouse","White","Female",35,0
28,98590,"Protective-serv",10,"Married-civ-spouse","White","Male",40,1
46,39606,"Exec-managerial",14,"Married-civ-spouse","White","Male",40,1
35,190194,"Adm-clerical",9,"Never-married","White","Female",40,0
18,210652,"unknown",9,"Never-married","White","Male",15,0
59,105363,"Adm-clerical",9,"Never-married","White","Male",40,0
31,174215,"Exec-managerial",9,"Married-civ-spouse","White","Female",35,0
46,214955,"Craft-repair",3,"Divorced","White","Female",45,0
41,113823,"Prof-specialty",14,"Married-civ-spouse","White","Male",40,0
45,107231,"Prof-specialty",13,"Divorced","White","Male",45,0
18,64253,"Sales",7,"Never-married","Black","Female",20,0
53,291096,"Machine-op-inspct",2,"Divorced","White","Male",40,0
60,187124,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,0
71,322789,"Farming-fishing",9,"Married-civ-spouse","Amer-Indian-Eskimo","Male",35,0
41,99373,"Handlers-cleaners",9,"Divorced","White","Female",40,0
31,169122,"Prof-specialty",10,"Married-civ-spouse","White","Male",50,0
48,265192,"Craft-repair",9,"Married-civ-spouse","White","Male",45,0
29,183523,"Exec-managerial",10,"Never-married","White","Male",40,0
32,164190,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",30,0
59,184553,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",45,0
30,455995,"Craft-repair",9,"Never-married","White","Male",40,0
46,327886,"Adm-clerical",12,"Married-civ-spouse","White","Male",40,0
44,188331,"Exec-managerial",10,"Divorced","White","Female",42,0
81,26711,"unknown",11,"Married-civ-spouse","White","Male",20,0
26,37023,"Farming-fishing",10,"Married-civ-spouse","White","Male",78,0
54,29909,"Other-service",7,"Married-civ-spouse","White","Female",43,0
52,100480,"Craft-repair",9,"Divorced","White","Male",44,0
63,267101,"Exec-managerial",13,"Married-civ-spouse","White","Male",60,0
29,59231,"Craft-repair",10,"Married-civ-spouse","White","Male",42,0
28,191355,"Sales",13,"Married-civ-spouse","White","Male",45,1
52,177366,"Other-service",9,"Separated","White","Female",20,0
33,251117,"Machine-op-inspct",3,"Married-civ-spouse","White","Male",40,0
46,321327,"Transport-moving",10,"Married-civ-spouse","White","Male",45,1
40,356934,"Exec-managerial",12,"Divorced","White","Male",40,1
45,90533,"Exec-managerial",13,"Never-married","White","Female",45,0
52,217663,"Sales",9,"Married-civ-spouse","White","Male",45,1
35,183898,"Craft-repair",9,"Divorced","White","Male",40,0
60,74422,"Farming-fishing",3,"Married-civ-spouse","White","Male",44,0
45,255348,"Exec-managerial",10,"Divorced","White","Female",40,0
49,120121,"Exec-managerial",13,"Married-civ-spouse","White","Male",50,1
45,175262,"Handlers-cleaners",5,"Married-civ-spouse","Asian-Pac-Islander","Male",40,0
41,428420,"Adm-clerical",10,"Married-civ-spouse","White","Male",40,0
17,271122,"Other-service",8,"Never-married","White","Female",16,0
23,307149,"Prof-specialty",13,"Never-married","White","Female",25,0
18,280603,"Sales",7,"Never-married","White","Female",30,0
44,186916,"Transport-moving",10,"Married-civ-spouse","White","Male",60,1
32,127384,"Craft-repair",11,"Married-civ-spouse","White","Male",55,1
35,235485,"Exec-managerial",13,"Married-civ-spouse","White","Male",40,1
18,178142,"Craft-repair",9,"Never-married","White","Male",40,0
25,36023,"Transport-moving",9,"Married-spouse-absent","White","Male",55,0
58,21626,"Sales",11,"Divorced","White","Male",56,0
28,140239,"Other-service",9,"Separated","White","Female",11,0
51,169112,"Sales",14,"Married-civ-spouse","White","Male",40,1
52,167651,"Craft-repair",11,"Married-civ-spouse","White","Male",40,1
47,267879,"Craft-repair",9,"Married-civ-spouse","Black","Male",50,1
32,104525,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
41,279914,"Adm-clerical",10,"Married-civ-spouse","White","Male",45,1
19,115248,"Adm-clerical",10,"Never-married","Asian-Pac-Islander","Male",40,0
64,110212,"Other-service",9,"Married-civ-spouse","Black","Male",40,0
32,173351,"Craft-repair",9,"Married-civ-spouse","White","Male",48,0
23,247090,"Craft-repair",5,"Married-civ-spouse","Other","Male",55,0
24,228724,"Armed-Forces",10,"Never-married","White","Male",40,0
42,222884,"Adm-clerical",13,"Divorced","White","Male",40,0
32,81528,"Handlers-cleaners",9,"Never-married","White","Male",60,0
42,38389,"Adm-clerical",13,"Married-civ-spouse","White","Male",40,1
49,323798,"Exec-managerial",10,"Divorced","White","Male",50,0
24,186648,"Sales",12,"Never-married","White","Male",25,0
23,433669,"Adm-clerical",12,"Never-married","White","Male",40,0
40,266084,"Craft-repair",10,"Divorced","White","Male",50,0
46,110171,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
21,238917,"Other-service",3,"Married-civ-spouse","White","Male",40,0
52,46788,"Craft-repair",13,"Divorced","White","Male",25,0
34,189944,"Adm-clerical",10,"Never-married","Black","Female",72,0
45,461725,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",40,0
41,222504,"Prof-specialty",15,"Divorced","White","Female",38,0
42,301080,"Adm-clerical",9,"Divorced","White","Female",40,0
46,120080,"Adm-clerical",13,"Married-civ-spouse","White","Female",40,1
40,182437,"Sales",12,"Married-civ-spouse","White","Male",50,1
23,196674,"Craft-repair",10,"Separated","White","Male",40,0
21,197583,"Adm-clerical",10,"Never-married","White","Female",20,0
37,180714,"Other-service",9,"Never-married","Black","Male",48,0
36,241962,"Adm-clerical",13,"Married-civ-spouse","White","Male",40,0
50,129956,"Craft-repair",9,"Married-civ-spouse","White","Male",48,1
20,137618,"Transport-moving",10,"Never-married","White","Male",35,0
67,89346,"Prof-specialty",13,"Married-civ-spouse","White","Male",40,1
35,187053,"Prof-specialty",13,"Separated","White","Female",50,0
32,169589,"Handlers-cleaners",11,"Married-civ-spouse","White","Male",40,1
18,108892,"Handlers-cleaners",7,"Never-married","White","Male",12,0
46,27847,"Craft-repair",9,"Married-civ-spouse","White","Male",48,1
49,78529,"Sales",13,"Married-civ-spouse","White","Male",60,0
57,170988,"Transport-moving",9,"Married-civ-spouse","White","Male",55,0
39,271521,"Prof-specialty",13,"Married-civ-spouse","Asian-Pac-Islander","Male",48,1
57,50791,"Exec-managerial",11,"Married-civ-spouse","White","Male",20,0
35,216473,"Craft-repair",9,"Divorced","White","Male",40,0
37,321943,"Prof-specialty",15,"Married-civ-spouse","White","Male",40,1
40,262461,"Machine-op-inspct",9,"Married-civ-spouse","Black","Male",40,0
40,137421,"Exec-managerial",14,"Married-spouse-absent","Asian-Pac-Islander","Male",35,1
44,78374,"Exec-managerial",14,"Divorced","Asian-Pac-Islander","Female",40,0
50,30682,"Prof-specialty",14,"Married-civ-spouse","White","Male",50,0
36,109133,"Sales",13,"Married-civ-spouse","White","Male",50,1
28,157437,"Protective-serv",13,"Never-married","White","Female",48,0
45,179428,"Transport-moving",10,"Married-civ-spouse","White","Male",55,0
59,144092,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
18,255282,"unknown",7,"Never-married","Black","Male",48,0
23,37072,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
29,253814,"Exec-managerial",13,"Never-married","White","Female",45,0
37,293475,"Prof-specialty",12,"Never-married","White","Female",40,0
51,259323,"Exec-managerial",13,"Married-civ-spouse","White","Male",50,1
47,168109,"Farming-fishing",9,"Married-civ-spouse","White","Male",50,1
31,303032,"Other-service",10,"Never-married","Black","Female",40,0
43,112494,"Transport-moving",9,"Divorced","White","Male",45,0
38,186145,"Sales",10,"Married-civ-spouse","White","Female",40,1
30,188146,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,0
21,329530,"Craft-repair",7,"Married-civ-spouse","White","Male",40,0
45,200471,"Adm-clerical",9,"Married-civ-spouse","White","Male",35,0
17,152619,"Other-service",8,"Never-married","White","Male",20,0
59,139616,"Exec-managerial",14,"Married-civ-spouse","White","Male",50,1
23,362623,"Other-service",6,"Married-civ-spouse","White","Male",30,0
31,19491,"Sales",9,"Divorced","White","Male",40,0
22,199426,"unknown",10,"Never-married","White","Female",40,0
36,167440,"Machine-op-inspct",10,"Married-civ-spouse","White","Male",44,0
28,183445,"Priv-house-serv",9,"Separated","White","Female",40,0
31,500002,"Farming-fishing",2,"Married-civ-spouse","White","Male",45,0
51,348099,"Machine-op-inspct",9,"Never-married","White","Female",40,0
34,366198,"Prof-specialty",16,"Married-civ-spouse","White","Male",45,1
31,310429,"Handlers-cleaners",9,"Separated","White","Male",70,0
32,420895,"Transport-moving",9,"Married-civ-spouse","White","Male",40,0
20,117767,"Prof-specialty",10,"Never-married","White","Male",40,0
48,182566,"Sales",13,"Married-civ-spouse","Black","Male",40,1
58,30111,"Prof-specialty",10,"Widowed","Amer-Indian-Eskimo","Female",40,0
55,240988,"Machine-op-inspct",5,"Married-civ-spouse","Asian-Pac-Islander","Male",40,0
29,270379,"Exec-managerial",9,"Never-married","Black","Female",40,0
50,198362,"Exec-managerial",11,"Widowed","White","Female",40,0
36,49626,"Exec-managerial",9,"Married-civ-spouse","White","Male",40,0
54,466502,"Other-service",4,"Widowed","White","Male",30,0
64,34100,"unknown",10,"Widowed","White","Male",4,0
20,145917,"unknown",10,"Never-married","White","Female",15,0
35,70282,"Exec-managerial",9,"Never-married","Black","Female",40,0
50,24139,"Prof-specialty",14,"Divorced","White","Female",65,0
32,197505,"Adm-clerical",9,"Never-married","White","Female",40,0
31,225053,"Transport-moving",9,"Divorced","White","Male",45,0
58,106707,"Machine-op-inspct",3,"Married-civ-spouse","Black","Male",48,0
51,289390,"Prof-specialty",14,"Married-civ-spouse","White","Male",40,1
47,158924,"Exec-managerial",13,"Married-civ-spouse","White","Female",40,1
34,242984,"Exec-managerial",9,"Married-civ-spouse","White","Male",45,1
39,117555,"Exec-managerial",13,"Married-civ-spouse","White","Male",60,1
23,176123,"Tech-support",9,"Never-married","Asian-Pac-Islander","Male",40,0
19,278915,"Handlers-cleaners",8,"Never-married","Black","Female",52,0
48,176810,"Other-service",9,"Married-civ-spouse","White","Male",40,0
58,56392,"Sales",10,"Married-civ-spouse","White","Male",40,0
26,164488,"Prof-specialty",14,"Married-civ-spouse","White","Male",40,1
25,35854,"Sales",10,"Married-spouse-absent","White","Female",40,0
21,225541,"Adm-clerical",10,"Never-married","White","Female",40,0
28,273269,"Craft-repair",10,"Never-married","Black","Male",40,0
26,113948,"Protective-serv",13,"Never-married","White","Female",48,0
33,104620,"Tech-support",14,"Married-civ-spouse","White","Female",15,0
27,189702,"Craft-repair",4,"Married-civ-spouse","White","Male",40,0
90,141758,"Adm-clerical",5,"Never-married","White","Female",40,0
26,171114,"Adm-clerical",13,"Never-married","White","Female",40,0
18,226956,"Sales",9,"Never-married","White","Female",24,0
42,261929,"Sales",13,"Married-civ-spouse","White","Male",45,1
43,287008,"Protective-serv",14,"Married-civ-spouse","White","Male",35,1
33,511289,"Protective-serv",11,"Married-civ-spouse","White","Male",48,1
22,117606,"Sales",13,"Never-married","White","Female",8,0
38,108140,"Prof-specialty",14,"Married-civ-spouse","White","Male",50,1
61,31577,"Prof-specialty",14,"Married-civ-spouse","White","Male",30,0
35,99156,"Sales",13,"Never-married","White","Male",50,0
44,237993,"Machine-op-inspct",15,"Married-civ-spouse","White","Male",45,0
40,223881,"Tech-support",10,"Divorced","White","Male",50,0
30,107142,"Prof-specialty",13,"Married-civ-spouse","White","Male",37,1
49,99179,"Prof-specialty",13,"Never-married","White","Female",40,0
34,112115,"Prof-specialty",15,"Married-civ-spouse","White","Male",55,1
58,158002,"Sales",10,"Married-civ-spouse","Black","Male",40,0
64,45776,"Other-service",9,"Divorced","White","Female",79,0
41,304605,"Craft-repair",11,"Married-civ-spouse","White","Male",45,1
34,213887,"Craft-repair",10,"Married-civ-spouse","White","Male",40,0
17,52967,"Other-service",6,"Never-married","White","Female",6,0
46,153501,"Transport-moving",9,"Never-married","Amer-Indian-Eskimo","Male",40,0
58,113806,"Exec-managerial",13,"Married-civ-spouse","White","Male",30,1
44,157217,"Sales",13,"Never-married","White","Male",42,0
42,120277,"Exec-managerial",14,"Married-civ-spouse","White","Male",40,1
24,306460,"Farming-fishing",9,"Never-married","White","Male",40,0
26,330263,"Other-service",9,"Separated","White","Male",40,0
61,167840,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",38,0
72,165622,"Adm-clerical",10,"Widowed","White","Female",25,0
30,347166,"Exec-managerial",9,"Never-married","White","Male",60,0
38,354591,"Other-service",9,"Never-married","Black","Female",38,0
