"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","Spam"
0.33,0,0.03,0.1,0.78,0.3,0.71,1.15,0.03,0.44,3.19,1.42,0,0.37,0.61,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.445,0.119,136,2213,1
1.31,0,0,0.65,0,0,0.65,0,0,0,1.31,2.63,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0.198,0,12,101,1
1.06,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,2.12,1.06,0,0,1.06,1.06,1.06,0,0,0,0,0.121,0,0,0,10,71,0
0.36,0,0.36,0,0,0,0.36,0,0,1.84,2.58,1.1,0,0.36,1.1,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0.435,0,190,300,1
0,0,0,0,1.16,0,2.32,0,0,0,0,0,0,0,0,1.16,1.16,0,0,0,0,1.16,0,0,0,0,0.39,0,0,0,11,98,0
0.36,0,0,0,1.32,0.72,2.52,0,0,0.24,4.44,1.8,0,0.72,0.96,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0.102,0,54,479,1
0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,12,25,1
0,0,0,0,0,0,3.3,0,0,0.36,1.47,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0.056,21,174,0
0,0,0,0,0.51,1.02,0.51,0,0,0.76,2.04,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0,0.29,0.124,66,149,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0
0.4,0,0.05,0.05,0,0,0.3,0,0.05,0,1.55,0.75,0,0.15,0.2,0.05,0.05,0,0,0,0,0,0,0,0,0.05,0.036,0,0.054,0,96,583,1
0.59,0,0.98,0.19,0.39,0,0.98,0.19,0,0,2.56,1.38,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0.765,0.026,76,632,1
1.05,0,0,1.4,0.35,0,0.35,0,0,0.7,2.1,2.1,0,0.35,1.4,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0.348,0,13,189,1
0,0,0,0,0,0,0,0,0,1.63,0,1.63,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0.36,0,0.54,0.18,140,163,1
0,0,0,0,0.84,0,0.84,0,0,0,4.2,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,9,32,0
1.12,0,0,1.12,0,0,0,0,2.24,0,3.37,2.24,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,5,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0.43,0,0.26,0.17,4.09,0.08,1.22,0,0.78,0.26,2.35,2.35,0,0.08,0.43,0,0,0,0,0,0,0.08,0,0,0,0,0.241,0.042,0.709,0,126,1123,1
0.1,0,0.05,0.13,0,0,0.13,0,0,0,0.1,0.08,0,0,0,0.46,0.49,0.02,0,0.27,0,0,0.41,0,0,0,0.158,0.047,0,0,52,1758,0
0.31,0,0.21,0.14,0.35,0.17,0.74,1.48,0,0.49,3.24,1.23,0,0.56,0.77,0,0,0,0,0,0,0,0,0,0,0.03,0.054,0,0.678,0.162,154,3084,1
0.16,0,0,0.16,0,0,1.91,0,0,0,3.04,1.76,0,0,0,0,0.32,0.32,0,0,0,0.16,0,0,0,0,0.055,0,0,0,7,196,0
0.25,0,0,0.38,0,0,0.38,0,0,0,0.51,0.25,0,0,0,0.64,0.76,0.12,0,0.51,0,0,0,0,0,0,0.162,0.036,0,0,32,491,0
0.11,0,0.45,0.11,1.59,0.11,0.34,0.11,2.16,0.45,3.53,1.25,0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.265,0,144,666,1
1,0,0,0,0.5,0,0,0,0,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0,0.892,0,19,172,1
1.36,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,4,25,0
0,0,0,0,0,0,0,0,0,0.86,0,0.86,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,0
0,0,0,0,0,0.56,0.56,0,0,0,2.82,0,0,0,0,1.12,0.56,0,0,0,0,0,0.56,0,0,0,0.367,0,0,0,7,57,0
0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,1.458,0,2,16,0
1.08,0,0,0,0,0,0.54,0,0,0.54,4.32,1.08,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218,0,68,181,1
0.03,0,0.03,0.03,0.1,0,0.53,0,0,0.03,0.81,1.35,0,0.1,0.17,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0.006,0,46,3214,1
1.23,0,0.92,0.92,0.3,0,0.3,0,0,0.3,2.47,0.92,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.728,0,60,243,1
0.32,0,0.65,0.32,0,0,0.32,0,0,0.32,2.28,3.26,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,10,139,1
0.36,0,0.12,0,0,0.12,0.48,0.12,0,0,2.41,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0.056,0,14,389,1
0,0,0,0,0,0,0.5,0,0,0,1.5,0.5,0,0,0,2.01,1.5,1,0,0,0.5,0,0,0,0,0,0.168,0.084,0.084,0.168,15,129,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0.462,0,6,25,1
0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,6.89,3.44,0,0,0,1.72,0,0,0,0,0,0,0,0,0,11,54,0
0,0,0,0,0,0,2.4,0,0,0,1.2,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0.166,0,0,0,22,55,0
0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0
0.21,0,0.21,0,0.21,0.21,1.28,0,0,0.21,1.28,0.64,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,55,255,0
1.2,0,0,0,0,0,2.4,0,0,0,2.4,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0
0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0,0,0,4,8,0
0,0,0,2.04,0,1.02,0,0,0,0,4.08,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,0,18,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,1.33,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,223,233,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,6,13,0
0,0,0,0,0,0,0,0,0,0,2.7,0.9,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0.281,0,13,76,0
0,0,0,0,0,0,1.61,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0.266,0,0.533,0,31,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0.36,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,3,69,0
0.89,0,0.44,0,0,0,0.44,0,0,0,2.24,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.075,0,0,11,124,1
0.99,0,0,0,0.19,0,0.39,0,0,0.19,0.59,0.39,0,0.19,0.39,0,0,0,0,0,0,0.19,0,0,0,0,0.074,0,0.174,0,97,993,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0.611,0,1.529,0,22,66,1
0,0,0,1.03,1.03,0,1.03,0,0,0,2.06,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,1.37,0,0,0,0,0,0,0.143,0,0,0,18,141,0
0,0,0,0,0,0,0,0,0,1.19,1.19,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181,0,31,93,1
0.59,0,0.98,0.19,0.39,0,0.98,0.19,0,0,2.56,1.38,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0.749,0.025,76,632,1
0.52,0,0,0,1.05,0.52,1.58,0,0,0,1.05,0.52,0,0,0,0.52,0.52,0,0,0,0,0,0,0,0,0,0.25,0,0,0,23,110,1
0.68,0,0,0,0.68,0,2.05,0,0,0,4.1,2.73,0,0,0.68,0,0,0,0,0,0,0,0.68,0,0,0,0,0,1.244,0,9,89,1
0.69,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,2.79,0,0,0,0.69,0,0,0,0,0,1.39,0,0,0,0,4,52,0
1.35,0,0,0,0.67,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,0,20,139,1
0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.082,1.403,17,115,0
0,0,0,0,0.94,0,0,0,0,0,2.83,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,158,1
0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0.573,0,18,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,1.26,0,0,0,0,0.31,0,0.14,0,0,0,7,129,0
0.51,0,0,0,0,0,0.34,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0.064,0,55,226,0
0.09,0,0.09,0.27,0,0.18,1.49,0.09,0,0.46,0,0,0,0.09,0,2.42,0,0,0,0,0,0.09,0.18,0,0,0,0.118,0,0,0,26,552,0
0,0,1.03,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0.072,0,0,11,64,0
0,0,0,0,0,0,1.75,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,12,37,0
0,0,0,0,0,0,0.32,0,0,0,1.93,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.057,0,0,0,5,78,0
0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,4,22,0
0.52,0,0.32,0.04,0.42,0.39,1.37,1.69,0,0.54,3.47,1.32,0,0.34,0.84,0,0,0,0,0,0,0,0,0,0,0.02,0.058,0,0.639,0.182,117,3498,1
0.24,0,0,0.73,0,0,0.49,0,0,0,4.9,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,22,111,1
0.26,0,0,0,0,0,0.26,0,0,0,1.56,0,0,0,0,0.78,0.26,0,0,0,0,0,0,0,0,0,0.041,0,0.041,0,4,44,0
0,0,0,0,0,0,0.93,0,0,0,2.34,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0.438,0,0,0,37,120,0
1.04,0,0,0,1.04,0,0,0,0,0,5.2,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0.211,0,0.422,0,4,29,0
0,0,0,0,0,0,1.29,0,0,0,1.29,1.29,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0.122,0,0.061,0,13,67,1
3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0
1.92,0,0,0,4.32,0,1.44,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695,0,0.347,0,107,178,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0.395,0,0,0,18,39,0
0,0,0,0.13,0.13,0,1.1,0,0,1.24,0,0,0,0,0,3.17,0,0,0,0.69,0,0.27,0.41,0,0,0,0.07,0,0,0,23,322,0
0,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.385,0,169,180,1
0.35,0,0,0.35,0,0.17,1.78,0.17,0,0.53,0,0,0,0,0,3.2,0,0,0,0,0,0,0.17,0,0,0,0.143,0,0,0,80,244,0
0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.733,0,11,24,1
0,0,0,0,1.76,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0.125,0,0.125,0,5,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0
0.63,0,0.47,0.79,0.63,0.31,1.42,0,0,1.58,2.05,3.95,0,0.15,0.47,0,0,0,0,0,0,0,0,0,0,0,0.076,0,1.3,0,97,650,1
0.09,0,0,0,0,0,0.29,0,0.19,0,0.39,0.19,0,0,0,0.58,0.68,0.09,0,0.29,0,0,0.19,0,0,0,0.153,0.069,0,0,41,686,0
0.31,0,0.63,0.31,0,0,0.31,0,0,0.31,2.55,3.19,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0.054,10,144,1
0.62,0,0,0,0.62,0.1,0.62,0,0,0.1,3.43,1.66,0,0.1,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0.049,69,702,1
0,0,0,0,0,0,0,0,0,0,0.98,1.96,0,0,0,0,0,0,0,0.98,0,0,0,0,0,1.96,0,0,0,0,13,42,0
1.58,0,0,0,0,0,0.79,0,0,0,1.58,0,0,0,0,0.79,0.79,0,0,0,0,0,0,0,0,0,0.149,0,0.149,0,10,43,0
0,0,0,0,0.31,0,0.31,0,0,0.62,2.82,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,22,113,1
0.67,0,0.16,0.84,0.5,0.33,1.51,0,0,1.68,2.18,3.69,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.19,0,1.194,0,101,657,1
0.1,0,0,0,0,0,0.48,0,0,0,0.97,0.1,3.47,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.064,0.036,0.055,0.202,43,1789,0
0,0,0,0,0,0,1.88,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,4,23,0
0,0,0,0,0,0,0,0,0,0,5.71,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0.2,0,0.2,0,1.04,0.2,0,0,0,0.2,2.09,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,15,175,1
0,0,0,0,0,0,1.72,0,0,0,3.44,1.72,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0
0,0.42,0,0.42,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0,2.636,0,36,301,1
0.77,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,2.32,0,0,0,0.102,0,0.102,0,26,167,0
0.52,0,0,0,0,0,1.04,0,0,0,0.52,0.52,0,0,0,1.83,1.57,0.52,0.26,1.3,0.26,0.26,0.26,0,0,0.26,0.182,0.091,0,0,13,155,0
0,0,0,0,0,0,1.12,0,0,0,2.24,0.56,0,0,0.56,0,0,1.12,0,0,0,0,0.56,0,0,0,0.299,0,0,0,13,85,0
0,0,0.54,0,0,0,1.09,0,0,0,1.63,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,1,14,0
0,0,0,0,0,0,1.7,0,0,1.7,1.13,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,13,71,0
0,0,0,0.43,0.17,0.17,0.35,0,0,0,1.4,0.87,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.376,0,0.25,0,35,617,1
0.59,0,0,0,0.59,0.39,0.19,0.19,0,0,2.79,1.99,0,0,0,1.79,0.19,0.39,0,0.79,0.59,0,0,0,0,0,0.203,0.018,0.018,0,47,472,0
1,0,0.46,0.23,0,0.3,1.31,0,0.07,0.15,2.24,0.77,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,84,700,1
0.92,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.178,0.044,70,314,0
1.08,0,0,0,0,0,0.54,0,0,0.54,4.32,1.08,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.182,0,68,180,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,0
0.12,0,0.02,0.08,0.06,0.02,0.5,0,0.02,0.14,0.25,0.19,0,0.04,0,0,0,0.1,0.02,1.97,0,0.19,0.97,0.02,0.1,0.14,0.198,0,0,0.003,81,3337,0
1.09,0,0,0,0,0,0.72,0,0,0,0.72,1.09,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0.063,0,35,123,1
0,0,0,0,0,0,0.54,0,0,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,1,22,0
0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0
0,0,0.45,0.45,1.8,0,0.45,0,0,0,1.8,0.45,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.281,0,0.21,0,14,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,6.38,0,0,0,0,0,2.12,0,0,0,0,0,0,0,7,31,0
0,0,0,0,0,0,0.9,0,0,0,0.12,0.12,0,0,0,0,0,0,0.12,0,0,0.64,0,0.12,0,0,0.391,0,0,0,41,481,1
0,0,1.21,0,0,0,0,0,0,0,1.21,1.21,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.627,0.465,31,127,1
0,0,0,0.99,2.48,0,0.49,0,0,0,0,0,0,0,0,3.48,2.48,0.49,0,0,0,0,1.99,0,0,0,0.588,0.168,0,0,42,331,0
0.41,0,0.24,0.16,0.49,0.08,0.57,0,0.16,0,2.37,1.23,0,0.49,1.14,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0.736,0.096,84,701,1
0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0.72,0.72,0,0,0,1.44,0,0,0,0,0.72,0.204,0,0.306,0,22,99,0
0,0,0,0,3.03,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,0
1.88,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0,1,22,0
0.5,0,0,0,0.5,0,0.63,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.092,0.018,0,66,746,0
0.18,0,0.03,0,0,0,0.1,0,0,0,0.14,0.1,0,0,0,0.47,0.5,0.03,0,0.76,0,0,0.32,0,0.07,0,0.148,0.035,0,0,66,1387,0
0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0.37,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0.059,0.237,43,311,0
0.35,0,0.35,0,0.35,0,0.71,0,0,0,3.58,1.07,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.12,0.06,0,0,11,118,0
0,0,0.61,0,0,0,1.22,0,0,0,5.52,0.61,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0.829,0,34,89,1
0.61,0,0,0,0.45,0.15,0,0,0.15,0,0.15,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0.049,132,944,1
0.31,0,0,0,0.31,0.31,0.31,0,0,0,0.31,2.51,0,0,0.31,0,0,0,0,0,0,0.31,0,0,0,0,0.75,0,0.89,0.046,138,421,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0
0.32,0,0.16,0,0,0,0.64,0,0,0.48,0.96,0.96,0,0,0,0.48,0,0,0,0,0,0.16,0,0,0,0,0.105,0,0.021,0.063,39,432,0
0,0,0,0.74,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0.109,0,24,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.438,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,1,5,0
0,0,0,0,0,0,1.31,0,0,0,1.31,0,0,0,0,0,2.63,0,0,0,0,0,1.31,0,0,0,0.431,0,0,0,8,37,0
0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,4,18,0
0,0,0,0,0,0,0.72,0,0,1.45,2.18,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,25,78,1
0,0,0,0,0.53,0,2.68,0,0,0,0.53,0,0,0,0,0.53,0.53,0,0,0,0,0.53,0,0,0,0,0.194,0,0,0,21,153,0
0.46,0,0.13,0.26,0.75,0.26,0.96,1.22,0,0.44,3.21,1.48,0,1.01,0.33,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.346,0.159,199,3213,1
0.33,0,0.99,0.33,0,0,0.33,0,0,0.33,1.98,3.3,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0.054,50,202,1
0.94,0,0,0,0,0,0.94,0,0,0,1.89,0.94,0,0,0,1.42,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,13,112,0
0.77,0,0.32,0,0,0,0.64,0,0.12,0,1.67,0.7,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.06,0.031,0,0.25,0,37,766,1
0,0,0,0,0,2,2,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,53,0
0.53,0,0,0,0,0,0.53,0,0,0,1.6,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0.877,0,61,187,1
0,0,0,0,0,0,0.33,0,0,0,0.33,0.33,0,0,0,0.99,0.33,0,0,0,0.33,0,0,0,0,0.33,0.13,0.043,0,0,19,125,0
0.2,0,0.53,0.2,1.13,0.33,0.66,0,0.2,0,3.6,1.13,0,0.13,0.26,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0.41,0.115,268,813,1
0,0,0.4,0.4,0,0.4,0,0,0,0,3.6,2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,12,97,1
0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.227,0.227,0,0,28,186,0
1.58,0,0,0,0,0,0.79,0,0,0,1.58,0,0,0,0,0.79,0.79,0,0,0,0,0,0,0,0,0,0.149,0,0.149,0,10,43,0
0,0,0,0,0,0,0,0,0,0,1.57,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,51,94,0
0,0,0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.145,0,11,59,1
0,0,0.77,0,0,0,0.77,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,4,35,0
2.99,0.42,0,0,0,0.42,0.42,0,0,0,3.41,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0.819,0,42,363,1
1.07,0,0.62,0.17,0.8,0.26,1.25,0,0.62,0.08,2.5,1.16,0,0.89,0.08,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.212,0.013,583,1329,1
0,0,0,0,0.66,0,2,0,0,0,2,1.33,0,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0.35,0,0,0,11,86,0
0,0,0,0,0,0,0,0,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,0,2,9,0
0.56,0,0.28,1.4,0.84,0.28,0.56,0,0,1.4,1.69,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,1.282,0,63,339,1
0,0,0,6.06,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,10,32,1
0.42,0,0.11,0.21,0.69,0.23,0.88,1.14,0,0.4,2.93,1.36,0,1,0.31,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0.318,0.152,144,3033,1
0.58,0,0.15,0.1,0.42,0.1,0.95,0.05,0.05,0,3.16,1.58,0,0.52,0.31,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0.406,0.036,116,1589,1
0,0,0.26,0.52,0,0,0,0,0,0,0,0,0,0,0,1.83,1.57,0,0.26,0,0.26,0.26,0.26,0,0,0,0,0.032,0,0,12,115,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.54,0,0,0,0,0,0,0,0.176,0.264,0,0.088,28,238,0
0.57,0,0.14,0.28,0.43,0.14,0.28,0,0,0.14,1.01,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.21,0,32,477,1
0,5.03,0,0,0,0,0,0,0,0,0.77,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.539,43,506,1
0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,2.04,2.04,0,0,0,0,0,0,0,0.286,0,17,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,4,11,0
0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,6,23,0
