CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber
7167-PVPMXU-NB7,4,1,Male,48,10,Labor,No,21,No,140000,24.7,21.40502,13.17498,Yes,Unmarried,1,2,0,0,0,0,3,Own,Domestic,61300,20,Yes,Yes,Mast,21,5,2509.9,No,43,31.65,439.25,No,0,0,Yes,Yes,31.15,1375.7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,23,No,Yes,No,Yes,Yes
9644-LHNIES-DGT,2,2,Male,35,13,Sales,No,6,No,23000,11.6,0.683008,1.984992,No,Married,3,2,0,0,0,1,2,Own,Domestic,11900,26,No,Yes,Disc,10,10,1343.6,Yes,37,31.65,381.9,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,20,No,No,No,No,Yes
5375-FSAMMB-RZ8,1,3,Male,72,10,Sales,No,9,Yes,15000,8.2,0.27183,0.95817,No,Married,2,0,0,0,0,1,1,Lease,Foreign,8300,23,No,No,Visa,38,12,3135,No,71,97.2,2338.8,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,Yes,Yes,No,19,No,No,No,No,Yes
6337-NZXFWD-N86,5,5,Male,34,19,Sales,No,1,No,36000,3.6,0.396576,0.899424,No,Married,5,0,0,0,0,1,4,Own,Domestic,28900,25,No,No,Disc,15,4,664.5,No,30,22.2,183.9,No,0,0,Yes,Yes,35.4,1005.05,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,20,Yes,Yes,Yes,No,No
0493-QTNTOS-3AV,5,4,Female,26,19,Sales,No,0,No,25000,17.4,1.4529,2.8971,Yes,Married,4,3,0,2,1,1,3,Own,Foreign,12800,28,No,No,Visa,7,6,1637.3,No,8,10.95,33.6,No,0,0,Yes,No,0,0,No,No,No,No,No,No,Yes,No,No,20,Yes,Yes,No,No,No
7605-YXRGNQ-8BL,5,4,Male,69,13,Labor,No,31,Yes,28000,10.2,2.247672,0.608328,No,Unmarried,1,0,0,0,0,1,1,Own,Foreign,19600,27,No,Yes,Visa,38,8,1201.4,No,71,56.25,1255.45,Yes,32.65,2380.4,Yes,No,0,0,Yes,No,No,2,No,No,No,No,No,20,Yes,No,No,No,No
6641-UWDGEB-YPP,5,2,Female,58,20,Sales,No,6,No,149000,1.1,0.157344,1.481656,No,Unmarried,1,1,1,0,0,0,5,Own,Foreign,84800,27,No,No,Disc,10,15,10506.2,No,24,12,110.85,No,0,0,No,No,0,0,Yes,No,No,3,No,No,Yes,Yes,No,17,Yes,Yes,Yes,No,No
9606-USYKZI-IH2,3,1,Male,78,17,Labor,No,38,Yes,56000,29.3,4.298896,12.109104,No,Married,2,1,0,0,1,1,3,Own,Foreign,23100,18,No,No,Disc,35,8,1199.8,No,69,55.2,1247.8,No,0,0,Yes,No,0,0,Yes,Yes,No,No,Yes,Yes,No,Yes,No,25,No,Yes,No,No,Yes
1081-TGHPPI-1WZ,3,1,Male,56,13,Professional,No,11,No,77000,16.1,3.781085,8.615915,No,Unmarried,2,0,0,0,0,1,2,Own,Foreign,45400,24,Yes,Yes,AMEX,21,12,9201.9,No,47,38.4,590.15,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,25,Yes,No,No,No,No
6793-BYBSHF-6MX,4,1,Male,77,12,Service,No,37,Yes,26000,15,1.4235,2.4765,No,Married,2,5,0,0,2,0,2,Own,Foreign,9700,24,No,No,Disc,39,11,3168.6,No,72,124.2,2935.25,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,15,No,No,No,No,Yes
4249-GEYEMT-KB7,2,3,Male,29,21,Professional,No,0,No,86000,16.4,4.09016,10.01384,No,Married,3,0,0,0,0,1,2,Own,Domestic,57800,35,No,Yes,Disc,11,10,2881.8,No,47,33.15,525,No,0,0,Yes,Yes,31.9,1489.7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,22,Yes,Yes,Yes,No,Yes
8793-YTKFWK-XAM,4,3,Male,31,11,Service,No,9,No,38000,3.1,0.214396,0.963604,No,Married,2,4,3,1,0,1,1,Own,Foreign,27000,28,No,Yes,Visa,14,13,9315.1,No,18,27.6,160.45,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,16,No,No,No,No,No
4419-JHBBCK-WPW,5,4,Female,44,11,Sales,No,1,No,46000,3.8,0.059432,1.688568,Yes,Married,5,0,0,0,0,1,3,Own,Domestic,16100,27,Yes,No,Mast,2,5,1387,Yes,8,12,34.8,Yes,26.5,225.05,No,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,20,Yes,No,No,No,No
1336-ITNYBO-UNI,4,4,Female,58,15,Service,No,19,No,138000,8.4,0.591192,11.000808,No,Married,2,1,0,1,0,1,4,Own,Foreign,39000,26,Yes,Yes,Disc,17,14,4352.4,No,47,46.5,775.75,Yes,43.75,2065.9,Yes,Yes,50.5,2414.85,Yes,Yes,No,2,Yes,No,Yes,Yes,Yes,21,Yes,Yes,No,No,Yes
4723-AGQRLH-LDU,1,2,Female,25,17,Sales,No,0,No,25000,4.9,0.55125,0.67375,Yes,Married,6,1,1,0,0,1,3,Own,Domestic,11500,27,No,No,AMEX,7,11,5098.4,Yes,23,32.85,227.3,No,0,0,No,No,0,0,Yes,No,No,3,No,No,No,No,No,35,Yes,Yes,Yes,Yes,Yes
2438-IPWEVD-P6N,1,2,Female,30,19,Sales,Yes,0,No,48000,18.5,2.86824,6.01176,Yes,Unmarried,1,2,0,2,0,0,2,Own,Foreign,19600,19,Yes,Yes,Disc,2,5,1632.5,Yes,3,17.55,16.6,Yes,54.9,90.65,Yes,Yes,32.45,52.9,No,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,No
6155-VWYTRC-LQP,2,1,Male,44,11,Sales,No,4,No,36000,13,0.80496,3.87504,No,Married,2,3,2,0,1,1,3,Own,Domestic,9700,15,Yes,No,Visa,24,9,2019.8,Yes,54,26.7,508.3,No,0,0,Yes,No,0,0,Yes,No,No,No,No,Yes,No,No,Yes,22,No,Yes,Yes,No,Yes
0030-HAVPBZ-2V8,4,1,Female,77,13,Agriculture,No,42,Yes,24000,5.2,0.029952,1.218048,No,Married,2,3,0,3,0,0,3,Own,Foreign,13100,15,No,No,Mast,40,7,2066.4,No,72,121.5,2845.7,Yes,32.3,2255.7,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,Yes,16,Yes,Yes,No,No,Yes
6113-JHHYBW-XSD,1,1,Male,45,19,Service,No,12,No,36000,6.7,0.9045,1.5075,No,Unmarried,1,5,0,0,0,1,3,Own,Domestic,16600,15,No,Yes,Disc,17,12,3818,Yes,37,15.75,197.45,Yes,53.5,1918.8,No,Yes,43.2,1592.55,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,17,Yes,Yes,Yes,No,Yes
8410-FQPPXE-I4J,2,4,Female,38,17,Professional,No,8,No,56000,15.1,2.968056,5.487944,No,Married,2,0,0,0,0,1,3,Own,Domestic,29100,23,Yes,No,Mast,20,9,2520.9,No,44,33.6,519.2,No,0,0,Yes,No,0,0,Yes,No,No,2,No,No,No,No,No,21,Yes,Yes,Yes,No,Yes
9224-JXEVZX-X5R,5,2,Female,34,17,Sales,Yes,1,No,31000,17.8,2.356186,3.161814,No,Unmarried,2,1,0,0,1,1,2,Lease,Domestic,11000,22,No,Yes,Visa,9,15,3317.7,Yes,11,20.55,67.85,Yes,25.2,262.25,No,No,0,0,Yes,No,No,2,No,No,No,No,No,17,Yes,Yes,Yes,No,No
4556-TQTGUZ-DNE,1,1,Male,34,13,Labor,No,8,No,29000,10.4,1.860872,1.155128,Yes,Married,4,12,0,0,0,0,2,Own,Foreign,17100,24,Yes,No,Mast,15,13,5270.4,Yes,35,22.35,212,No,0,0,No,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,20,No,Yes,No,No,Yes
9627-ISOUSK-GQW,5,1,Male,68,16,Labor,No,22,Yes,34000,6.6,0.058344,2.185656,No,Unmarried,1,3,0,0,0,0,2,Own,Foreign,16700,17,No,Yes,Visa,23,4,592.4,No,53,29.7,551.5,Yes,46.2,2370.1,Yes,Yes,48.65,2642.55,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,15,Yes,Yes,Yes,Yes,Yes
3294-ANQASB-WNC,2,1,Female,39,12,Labor,No,10,No,43000,8.8,0.953568,2.830432,No,Married,2,5,0,0,0,0,2,Lease,Foreign,15700,26,Yes,No,Mast,17,9,3839.8,Yes,50,18,302,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,22,No,Yes,Yes,No,Yes
0703-XBDCJR-LVF,3,4,Female,22,11,Sales,No,0,No,31000,9.5,1.334085,1.610915,No,Married,3,0,0,0,0,1,1,Own,Domestic,15800,28,Yes,No,Visa,1,4,918.6,No,1,4.05,1.35,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,19,No,Yes,No,No,No
7938-IMWPXX-676,3,1,Male,74,14,Sales,No,1,Yes,9000,6,0.34722,0.19278,No,Unmarried,1,1,1,0,0,0,1,Own,Domestic,4600,22,Yes,No,AMEX,16,8,2000.3,No,27,20.85,177.15,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes
1679-VJQAVF-08T,5,5,Male,64,14,Professional,Yes,18,No,81000,14.2,6.452622,5.049378,No,Married,3,6,0,0,0,1,3,Own,Foreign,33600,26,Yes,No,Disc,29,14,7048.4,No,60,57.3,1117.8,No,0,0,Yes,Yes,42.25,2378.2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,24,Yes,Yes,Yes,No,Yes
6697-TBWQER-JLA,2,3,Male,50,19,Crafts,No,14,No,120000,12.6,2.46456,12.65544,No,Unmarried,2,5,0,0,0,1,4,Own,Domestic,25700,18,Yes,Yes,Disc,26,7,2040.4,No,61,33.45,679.9,Yes,56.6,3389.65,Yes,Yes,66.85,4070,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,14,Yes,Yes,Yes,Yes,Yes
9122-ZFPMCO-NFJ,1,2,Female,49,12,Sales,No,5,No,48000,10.8,1.50336,3.68064,No,Married,3,9,0,0,0,1,3,Own,Foreign,16500,13,No,No,Visa,15,12,4276.4,Yes,42,36.15,521.7,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,24,No,Yes,No,No,No
9307-XSNCMT-QT9,2,5,Male,53,15,Professional,No,11,No,26000,22.7,1.91815,3.98385,No,Unmarried,1,0,0,0,0,0,2,Own,Domestic,9100,36,Yes,Yes,Mast,11,5,1072.6,No,31,30.3,289.8,Yes,35.8,1099.15,No,Yes,23.25,676.65,Yes,Yes,Yes,2,No,No,No,No,Yes,13,Yes,Yes,Yes,No,Yes
9891-CXKYJM-6RQ,3,3,Female,37,12,Labor,No,11,No,70000,14.7,5.34051,4.94949,Yes,Married,2,11,1,0,0,1,4,Own,Foreign,42900,30,Yes,No,Visa,19,8,2633.9,No,72,144.9,3371.55,Yes,44.9,3244.4,Yes,Yes,53.5,3774.65,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,20,Yes,Yes,Yes,No,Yes
7573-GPIFXI-WKA,1,1,Female,22,15,Labor,No,1,No,15000,7.2,0.26784,0.81216,No,Unmarried,1,0,0,0,0,0,2,Lease,Domestic,5300,23,No,No,Disc,3,8,1559.6,Yes,7,10.5,15.5,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,24,No,Yes,No,No,No
2165-ODFCDS-YAA,3,1,Male,61,9,Sales,No,9,No,53000,26,4.97458,8.80542,No,Married,3,0,0,0,0,0,2,Own,Foreign,29700,21,Yes,Yes,Visa,28,16,25032.5,No,64,63.9,1375.55,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,21,No,No,No,No,Yes
2176-ZLOYBO-OXH,5,2,Female,64,12,Labor,Yes,26,No,113000,14.9,7.425117,9.411883,No,Unmarried,1,0,0,0,0,1,3,Own,Domestic,56600,29,No,Yes,Visa,19,15,4694.2,No,44,25.65,403.8,No,0,0,Yes,No,0,0,No,No,No,No,Yes,No,Yes,No,No,17,Yes,No,No,No,No
6229-LSKDEG-Y8X,3,2,Male,23,15,Service,No,2,No,31000,10.1,2.417132,0.713868,Yes,Unmarried,1,0,0,0,0,0,4,Own,Foreign,19400,28,No,Yes,AMEX,5,10,3252.5,No,19,21.75,109,No,0,0,No,No,0,0,No,No,No,3,No,Yes,Yes,No,No,22,Yes,No,Yes,No,No
8334-ESOTTN-G88,2,5,Male,28,14,Agriculture,No,5,No,33000,16.3,0.333498,5.045502,Yes,Unmarried,2,2,1,1,0,0,1,Own,Foreign,17800,24,No,No,Visa,6,10,2299.5,Yes,6,15,49.2,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,22,No,No,No,No,No
8626-NKWYNG-LN8,2,2,Female,61,9,Crafts,Yes,26,No,98000,7.9,1.138074,6.603926,No,Married,2,4,0,2,0,1,3,Own,Domestic,45800,20,No,No,Visa,33,16,4129.9,Yes,65,52.35,1110.35,No,0,0,Yes,Yes,28.65,1852.85,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,16,Yes,No,No,No,Yes
0031-DMPSUG-NZ2,1,4,Male,21,15,Crafts,Yes,0,No,20000,12.9,0.387,2.193,Yes,Unmarried,2,4,0,1,0,1,2,Own,Domestic,10800,24,Yes,Yes,Mast,3,9,1558.3,Yes,11,34.2,120.05,No,0,0,No,Yes,18.05,180.9,No,No,No,Yes,No,Yes,Yes,No,No,26,Yes,Yes,Yes,No,No
4579-WRRIBO-I61,5,5,Male,36,18,Crafts,No,9,No,122000,34.9,25.504222,17.073778,Yes,Unmarried,1,12,1,1,0,0,3,Own,Domestic,46200,25,Yes,Yes,Visa,17,13,2347.6,Yes,39,53.85,673.4,No,0,0,Yes,Yes,27.95,1036.35,Yes,Yes,No,2,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,Yes
8437-CJFCTT-NW8,1,1,Male,23,18,Professional,No,0,No,22000,1.9,0.210254,0.207746,No,Married,4,2,2,0,0,1,1,Own,Domestic,11500,16,No,No,Mast,1,10,2410.8,Yes,5,12.45,26.65,No,0,0,No,No,0,0,No,No,No,2,No,No,No,No,No,26,Yes,Yes,Yes,No,No
0071-OEBNPX-SOO,4,1,Female,66,17,Service,No,29,No,133000,4.1,1.286908,4.166092,No,Married,2,2,2,0,0,1,1,Own,Domestic,53000,26,No,No,Disc,39,9,5562.7,No,71,143.85,3624.1,No,0,0,Yes,Yes,38.85,2782.05,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25,Yes,No,No,No,Yes
9926-CMIOYZ-7ZK,2,1,Female,18,13,Service,No,0,No,25000,6.9,0.377775,1.347225,Yes,Married,4,0,0,0,0,1,2,Own,Domestic,10800,15,No,Yes,Visa,1,8,1763.4,Yes,2,13.2,6.05,Yes,17.7,20.7,No,No,0,0,No,No,No,No,No,No,No,No,No,17,No,Yes,Yes,No,No
9156-FXQUCE-GTI,4,4,Male,48,17,Labor,No,15,No,80000,3.4,1.51504,1.20496,No,Married,2,3,1,0,0,1,2,Own,Domestic,48000,22,No,Yes,Visa,7,4,966.7,No,10,10.8,25.85,No,0,0,Yes,Yes,19.7,152.45,No,No,Yes,No,Yes,Yes,Yes,Yes,No,15,Yes,No,Yes,No,No
4838-PVRNMY-B00,2,1,Male,27,15,Sales,No,1,No,29000,6,0.81258,0.92742,No,Married,6,2,1,0,0,1,4,Own,Domestic,20100,22,No,No,Mast,7,10,1167.8,Yes,21,16.95,124.2,Yes,31.5,642.75,Yes,No,0,0,No,No,No,2,No,No,No,No,Yes,22,Yes,Yes,Yes,No,No
0049-ZDULPT-RP6,3,3,Male,25,17,Crafts,Yes,1,No,23000,2.8,0.059248,0.584752,No,Married,4,0,0,0,0,1,2,Own,Domestic,10200,18,No,No,AMEX,1,12,3115.8,No,1,6.75,2.25,Yes,32.25,32.25,No,Yes,24.55,24.55,No,No,Yes,2,Yes,No,No,Yes,Yes,0,Yes,Yes,No,Yes,No
4968-YAOSFS-NB0,4,5,Male,21,13,Professional,No,1,No,22000,3.5,0.32879,0.44121,No,Unmarried,1,12,1,0,0,1,4,Lease,Domestic,9700,30,Yes,No,Visa,2,12,1955.9,Yes,2,5.25,5.6,Yes,23.55,14.65,No,Yes,16.7,19.3,No,No,No,2,No,No,No,No,Yes,12,Yes,Yes,Yes,No,No
1568-YJDIBX-U99,3,2,Male,69,15,Professional,No,15,Yes,14000,18.2,0.310856,2.237144,No,Unmarried,1,3,0,0,0,0,0,-1,-1,-1000,24,Yes,No,Mast,13,7,1700.7,No,42,33.6,477.15,No,0,0,No,No,0,0,No,No,No,No,No,No,Yes,No,No,20,No,No,No,No,Yes
4603-GUEYBX-SNZ,4,5,Male,55,16,Sales,No,3,No,41000,6.7,0.340628,2.406372,No,Married,2,8,0,0,2,1,2,Lease,Foreign,21800,25,No,Yes,AMEX,24,6,3308.7,No,47,33.15,481.75,Yes,34.15,1526.3,No,No,0,0,Yes,No,No,No,No,No,No,No,No,13,No,Yes,Yes,Yes,Yes
5049-THPMCG-B2H,5,4,Male,41,13,Crafts,No,17,No,48000,13.9,4.089936,2.582064,Yes,Married,2,0,0,0,0,1,2,Own,Domestic,28000,31,Yes,No,Visa,19,14,7665.5,Yes,36,31.05,365,No,0,0,Yes,Yes,31.25,1116.9,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,11,No,Yes,Yes,No,No
1414-UQOKXB-QKW,4,3,Female,37,15,Sales,No,1,No,45000,5.3,1.314135,1.070865,No,Married,4,7,0,0,0,1,2,Own,Domestic,23000,22,Yes,Yes,Mast,12,13,3582.4,No,37,14.85,191.4,Yes,44.05,1599.95,Yes,Yes,40.25,1482.1,Yes,Yes,Yes,4,No,Yes,Yes,Yes,Yes,28,Yes,Yes,Yes,No,No
7530-GWOQWV-0TH,3,1,Male,53,8,Service,No,14,No,40000,1.2,0.21168,0.26832,No,Married,4,8,0,0,0,1,2,Own,Foreign,15500,16,Yes,No,AMEX,27,7,6021.4,Yes,59,43.8,914.35,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,Yes,Yes,No,22,No,No,No,No,Yes
5136-RCBIIC-GED,5,5,Female,32,22,Sales,No,1,No,83000,16.2,1.909332,11.536668,Yes,Married,4,0,0,0,0,1,4,Own,Domestic,41400,40,Yes,Yes,Disc,14,15,4407.6,No,49,53.4,901.45,Yes,32.9,1584.1,No,No,0,0,Yes,Yes,No,4,No,No,No,Yes,Yes,26,Yes,Yes,Yes,Yes,No
6870-JFDMUK-DWK,3,2,Male,37,16,Labor,No,7,No,52000,2.5,0.2366,1.0634,No,Married,3,4,2,1,1,0,2,Own,Foreign,35400,27,No,Yes,AMEX,19,13,3786.6,No,52,41.4,737.95,No,0,0,Yes,Yes,47.95,2613.45,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,20,No,Yes,Yes,Yes,No
8539-HZXMPS-G7I,5,5,Male,75,11,Professional,No,27,Yes,17000,8.2,1.020408,0.373592,No,Married,2,1,1,0,0,0,5,Lease,Domestic,10600,42,No,Yes,AMEX,33,12,3460.3,Yes,67,35.7,795.8,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,Yes,No,No,15,No,No,Yes,No,Yes
7278-QUBMVF-B89,1,1,Male,36,18,Professional,No,5,No,63000,22,2.67498,11.18502,Yes,Unmarried,2,6,0,0,0,0,3,Own,Domestic,29300,30,Yes,No,Disc,12,9,4463.8,Yes,43,30.9,468.25,Yes,40.75,1679.4,No,Yes,30.85,1275.1,Yes,Yes,No,2,No,No,Yes,Yes,Yes,15,Yes,Yes,Yes,No,No
5453-WEWTVZ-OZ6,4,4,Female,49,17,Sales,No,6,No,31000,8.4,0.651,1.953,No,Married,4,0,0,0,0,1,1,Own,Domestic,16800,25,Yes,No,AMEX,24,10,3821.7,Yes,51,20.25,348.15,No,0,0,Yes,Yes,49.65,2429,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,18,Yes,Yes,Yes,No,Yes
8752-HFQFOE-73Z,1,3,Male,27,9,Professional,No,3,No,32000,0.5,0.05616,0.10384,No,Married,4,0,0,0,0,1,3,Own,Foreign,18700,34,No,Yes,AMEX,9,7,2702.7,Yes,41,31.2,445.6,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,24,No,No,Yes,No,Yes
9331-GZYPEA-4X8,1,1,Female,22,12,Professional,No,1,No,32000,7.7,0.20944,2.25456,Yes,Married,3,2,1,0,0,0,1,Own,Foreign,19300,14,Yes,No,Mast,4,5,1206.6,Yes,52,36.75,610.65,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,No,No,No,25,No,Yes,No,No,Yes
7544-FYKOGJ-QS0,5,4,Male,71,14,Service,No,22,Yes,49000,4.1,1.219463,0.789537,No,Married,2,0,0,0,0,1,2,Own,Foreign,25400,27,No,Yes,Disc,14,8,2070.6,No,43,27.75,434.8,Yes,59.5,2434.7,Yes,Yes,64,2653.05,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes
7268-KLRUCB-UI3,5,5,Female,25,17,Crafts,No,1,No,37000,7.7,1.703702,1.145298,No,Married,3,2,2,0,0,0,4,Own,Foreign,23100,33,Yes,No,Disc,2,10,2572,No,5,9.15,13.95,Yes,33.7,150.85,Yes,Yes,33.65,148.2,Yes,Yes,Yes,4,No,Yes,Yes,Yes,Yes,21,Yes,Yes,Yes,Yes,No
0444-UPDFUW-2S9,4,5,Male,52,16,Crafts,No,11,No,69000,12.9,5.118075,3.782925,No,Married,2,2,0,2,0,1,3,Own,Domestic,44600,27,Yes,No,Disc,23,11,3804.3,Yes,49,70.05,1065.4,No,0,0,Yes,Yes,70.85,3476.45,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,25,No,No,No,Yes,Yes
7212-ENXCAE-ZGR,3,4,Male,53,15,Sales,No,4,No,47000,12.2,3.073424,2.660576,Yes,Unmarried,2,0,0,0,0,1,2,Own,Foreign,31100,34,Yes,No,Mast,8,5,1827,Yes,11,16.95,63.5,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,22,Yes,No,No,No,No
5962-FRGYAF-D2F,5,2,Male,47,17,Professional,No,8,No,29000,8.8,0.467016,2.084984,No,Unmarried,2,1,1,0,0,1,3,Own,Domestic,12900,27,Yes,No,Mast,29,12,3293.6,Yes,69,58.2,1355.35,No,0,0,Yes,Yes,54.2,3820.1,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,No,21,Yes,Yes,Yes,Yes,Yes
1408-SHGWUX-3PP,5,4,Male,18,9,Professional,No,0,No,15000,8.1,0.251505,0.963495,Yes,Married,3,0,0,0,0,0,1,Own,Foreign,6800,28,No,No,AMEX,0,10,4394.8,No,6,19.95,33.85,No,0,0,Yes,No,0,0,No,No,No,No,Yes,No,Yes,Yes,No,23,Yes,No,No,No,No
1842-TFWULE-MLW,1,1,Female,27,11,Sales,No,1,No,17000,4,0.17884,0.50116,No,Unmarried,1,2,2,0,0,0,1,Lease,Domestic,9700,21,No,Yes,Visa,3,10,1407.3,Yes,5,17.7,46.55,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,22,No,No,No,No,No
6810-LMHVYX-RF0,1,4,Female,27,16,Sales,No,0,No,30000,4.1,0.1476,1.0824,Yes,Married,6,0,0,0,0,0,3,Own,Foreign,19800,30,No,Yes,Visa,6,14,3140.4,No,12,14.55,82.95,No,0,0,Yes,No,0,0,No,No,No,No,Yes,No,No,Yes,No,17,No,Yes,No,No,No
1325-PLQQRI-ZNN,5,5,Female,41,20,Labor,No,7,No,59000,14.4,0.118944,8.377056,No,Married,4,10,0,0,0,1,1,Own,Domestic,30900,35,No,Yes,Mast,10,12,2317.2,No,33,42.45,492.45,Yes,38.85,1237.65,No,Yes,26.9,854.7,Yes,Yes,Yes,4,Yes,No,No,No,Yes,15,Yes,Yes,Yes,Yes,Yes
6360-RUGDRG-8HY,3,5,Male,28,12,Agriculture,No,9,No,45000,29.4,1.11132,12.11868,Yes,Married,4,0,0,0,0,1,2,Own,Domestic,21100,36,No,Yes,Disc,10,10,2110,Yes,26,19.65,200.85,Yes,57,1319.75,Yes,Yes,63.8,1607.4,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes
6293-NYPJDV-O0P,5,5,Male,77,14,Crafts,No,31,Yes,19000,25.9,1.791244,3.129756,No,Unmarried,1,1,0,1,0,0,2,Lease,Domestic,10700,28,No,No,Visa,28,10,2333.9,No,50,36.9,644.65,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,23,No,No,No,No,Yes
6071-QWGJLB-WHD,4,2,Female,41,13,Agriculture,No,10,No,81000,12.4,2.20968,7.83432,No,Married,3,9,0,0,0,1,2,Own,Foreign,44400,22,No,No,Disc,23,10,5881.4,Yes,55,77.4,1408.45,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,19,No,No,No,No,Yes
5889-BJQZUO-DKF,1,1,Female,41,20,Crafts,No,12,No,81000,7.3,3.908493,2.004507,No,Unmarried,1,7,0,0,0,0,2,Own,Foreign,42100,21,No,No,Visa,8,12,2304.6,No,28,22.35,207.35,Yes,38.3,1003.4,No,No,0,0,Yes,No,Yes,2,No,No,No,No,Yes,26,Yes,Yes,Yes,Yes,No
2717-LTBLAV-YLE,4,4,Male,46,13,Sales,No,2,No,28000,11.7,0.760032,2.515968,No,Married,2,3,0,0,3,0,4,Own,Foreign,9900,27,Yes,No,Mast,24,7,1381.1,Yes,44,45,653.65,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,16,No,No,No,No,No
7442-RTTHFP-HCF,1,2,Male,32,20,Sales,No,1,No,59000,7,1.64787,2.48213,Yes,Unmarried,1,0,0,0,0,1,1,Own,Foreign,19300,27,No,No,Disc,9,8,1674.2,No,18,13.2,81.6,No,0,0,No,No,0,0,Yes,No,No,No,No,No,No,No,No,23,Yes,Yes,Yes,No,No
7000-HRUVMG-ISV,4,1,Male,26,12,Labor,No,6,No,26000,9.6,1.587456,0.908544,No,Married,4,3,0,0,3,0,2,Lease,Domestic,15900,26,No,Yes,Visa,8,12,4641.6,Yes,52,51.6,908.35,Yes,28.55,1584.2,Yes,No,0,0,No,No,No,2,No,No,No,No,Yes,16,Yes,Yes,Yes,No,Yes
0159-IGIWSN-HNZ,5,1,Male,34,16,Labor,Yes,7,No,47000,17.4,4.358874,3.819126,No,Married,5,1,1,0,0,1,1,Own,Foreign,21000,24,Yes,Yes,Visa,6,17,3251,Yes,9,10.05,20.1,No,0,0,Yes,Yes,19.05,140.55,Yes,No,No,Yes,Yes,Yes,Yes,No,No,26,Yes,Yes,Yes,No,No
