CustomerID,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,HomeOwner,CarsOwned,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardSpendMonth
7839-MRTWJM-9KX,Female,62,19,Sales,Yes,7,No,30000,2.1,0.19719,0.43281,No,Married,2,7,1,3,26,No,No,Disc,22,1934.4
2724-FAZIYE-AMO,Female,55,17,Sales,No,7,No,87000,15.1,6.279486,6.857514,Yes,Unmarried,1,2,1,3,31,No,Yes,AMEX,16,3938.3
0501-OMLZBC-1Z7,Male,18,13,Service,No,0,No,16000,2.9,0.141056,0.322944,Yes,Unmarried,2,4,1,1,23,No,Yes,Disc,0,3770.9
2572-TXSMBE-U04,Male,66,11,Service,No,23,Yes,26000,6.9,0.330096,1.463904,No,Married,2,0,0,2,24,Yes,No,AMEX,40,3764.2
7144-MLLCEU-EE2,Female,39,18,Professional,No,2,No,112000,7.4,3.638432,4.649568,No,Married,3,2,1,2,38,No,Yes,Disc,11,8318.8
7856-WYNHPK-95W,Female,58,11,Professional,No,10,No,42000,10.9,1.020894,3.557106,No,Unmarried,1,5,0,1,30,Yes,No,Mast,7,1723
4834-WMMGKW-ISV,Female,56,14,Service,No,18,No,67000,5.5,2.052545,1.632455,No,Unmarried,1,0,1,1,21,No,No,Mast,27,2142
7162-PRYMIF-T6Q,Male,64,9,Professional,No,17,Yes,18000,8.6,0.606816,0.941184,No,Unmarried,1,5,0,0,25,No,No,Mast,35,3202.2
9780-ZWIECB-825,Female,72,17,Agriculture,No,33,No,130000,2.4,0.50232,2.61768,No,Unmarried,1,9,0,3,32,No,No,AMEX,27,6966.6
3803-ZZJFFN-0WH,Male,26,10,Professional,No,3,No,20000,18.3,1.74582,1.91418,Yes,Unmarried,3,7,1,0,22,Yes,Yes,Visa,3,891.1
6805-CDCHTB-H1R,Male,43,13,Sales,No,4,No,20000,8.5,0.2703,1.4297,No,Married,5,11,1,2,21,No,No,Mast,25,1424.7
3668-GLTADN-QBA,Female,37,20,Professional,No,4,No,30000,8.9,1.16145,1.50855,No,Unmarried,2,3,0,2,27,No,No,Disc,3,2912.5
5786-VNUBCH-9UL,Female,20,11,Agriculture,No,2,No,13000,7.5,0.316875,0.658125,No,Married,2,0,0,2,32,No,No,Visa,3,1602.3
5443-ZMHBXX-UIO,Female,29,12,Professional,No,5,No,25000,2,0.272,0.228,No,Unmarried,3,11,1,6,28,Yes,Yes,AMEX,3,1483
2613-VHCUEU-JA7,Male,40,10,Service,No,10,No,28000,12.7,2.041144,1.514856,No,Married,5,0,1,3,28,No,No,AMEX,15,4106.4
1084-EILYLI-2PA,Male,19,13,Sales,No,0,No,22000,2.8,0.461384,0.154616,No,Married,5,1,1,1,32,Yes,No,Mast,2,3239.2
5447-HHWIWJ-DQG,Female,48,19,Service,No,10,No,65000,8.4,1.71444,3.74556,No,Married,2,2,1,0,18,Yes,Yes,AMEX,30,1380.8
2891-DHXSLS-50D,Female,57,8,Professional,No,26,No,171000,12.3,3.449412,17.583588,No,Married,2,0,1,2,34,No,Yes,Mast,19,2766.4
1379-OHIPUQ-6GN,Male,39,19,Professional,Yes,3,No,52000,5.2,1.373632,1.330368,No,Unmarried,1,12,1,1,26,No,No,Visa,13,5430.9
6442-YZYPRX-2C0,Male,69,16,Sales,No,9,No,38000,5.2,0.458432,1.517568,No,Unmarried,1,11,1,3,17,Yes,Yes,Disc,32,2443.1
4238-EOWRLS-W3G,Male,68,13,Professional,No,12,Yes,10000,16.4,0.738,0.902,Yes,Unmarried,1,3,0,2,38,No,No,Visa,12,1213.4
2222-KMKXQJ-Y1T,Male,62,11,Sales,No,5,No,53000,10.8,1.74582,3.97818,Yes,Married,2,0,0,2,18,Yes,No,Othe,8,4125
0322-CPQONG-DO4,Female,48,13,Sales,No,9,No,34000,16.2,0.870264,4.637736,No,Married,2,11,1,2,40,Yes,No,Disc,12,2998.9
8432-WMJZND-A7F,Female,44,13,Professional,No,6,No,67000,9.1,0.804804,5.292196,Yes,Unmarried,2,4,0,3,21,No,Yes,Visa,1,3933.5
9693-JKQHWU-HQL,Female,75,14,Agriculture,No,19,Yes,55000,13.8,1.37379,6.21621,No,Married,2,0,1,2,25,No,No,Mast,33,1249.1
7978-MUVABQ-NSZ,Female,60,11,Sales,Yes,9,No,39000,2.7,0.513864,0.539136,No,Unmarried,1,4,0,3,19,Yes,No,Mast,15,431.1
3139-CXXAJS-NUF,Female,36,6,Crafts,Yes,13,No,29000,43.1,6.561975,5.937025,Yes,Married,7,0,1,3,19,No,Yes,Disc,17,1857.7
2590-GUXWSK-RWT,Male,18,13,Professional,No,0,No,20000,2.3,0.13018,0.32982,Yes,Unmarried,4,0,1,3,17,No,No,Mast,0,2861.1
1834-TLGRSP-VFJ,Female,79,21,Labor,No,12,Yes,26000,4.1,0.434928,0.631072,No,Unmarried,1,6,1,1,18,No,No,Visa,27,2216.5
8641-LPLJYF-Z0V,Female,46,13,Agriculture,No,9,No,45000,0.8,0.12924,0.23076,No,Unmarried,1,0,1,5,23,No,No,Visa,21,2516.3
3263-UGTXWO-MNM,Female,49,14,Service,No,5,No,53000,16.5,2.34366,6.40134,Yes,Married,2,3,0,3,20,No,Yes,Disc,9,3399.9
0666-LITATD-D4Y,Male,30,18,Sales,No,1,No,26000,8.6,1.153776,1.082224,No,Unmarried,1,1,1,4,18,No,Yes,Mast,12,1962.2
9342-LIOJLV-1IF,Female,29,13,Sales,No,1,No,31000,10.1,1.499749,1.631251,Yes,Married,4,3,0,1,25,Yes,No,Disc,11,2076.5
0616-EJFMSY-BVD,Female,31,15,Sales,No,3,No,215000,21.4,19.7843,26.2257,Yes,Unmarried,4,0,1,3,34,Yes,Yes,Mast,2,11494
6855-LNJYWN-Y65,Female,77,15,Sales,No,6,No,27000,11.3,0.543078,2.507922,No,Unmarried,1,5,0,1,15,Yes,Yes,Mast,6,2874.2
7772-UISXUF-OP9,Male,26,14,Service,No,3,No,16000,2.6,0.179296,0.236704,No,Married,5,0,1,1,25,No,No,Disc,8,1734.3
2359-ITXDHZ-FMA,Female,31,12,Labor,No,8,No,42000,21.4,1.375164,7.612836,Yes,Married,6,6,1,3,21,No,Yes,Disc,13,1682
7504-VTGYIL-2K7,Male,64,15,Crafts,Yes,28,No,180000,2.8,2.36376,2.67624,No,Married,2,1,1,4,36,No,Yes,AMEX,40,4336.3
6525-VSQAVF-QM0,Female,32,20,Labor,No,3,No,227000,10.3,4.559295,18.821705,No,Unmarried,2,3,1,3,18,No,Yes,Disc,14,2449.8
7623-YAGIPO-LGB,Male,60,14,Labor,No,17,Yes,12000,10.5,0.66528,0.59472,No,Unmarried,1,4,0,1,24,Yes,Yes,Mast,22,2329.2
8117-CRCVST-PFT,Male,35,11,Sales,No,6,No,37000,20.9,2.613754,5.119246,Yes,Unmarried,2,5,0,2,30,No,No,Othe,17,2066.3
3114-WDOBKR-OCP,Female,18,12,Crafts,Yes,0,No,14000,22.9,0.57708,2.62892,Yes,Married,5,5,1,1,24,No,No,Visa,0,3511.7
0899-FYORWV-86N,Male,68,8,Labor,No,32,No,186000,7.3,4.88808,8.68992,No,Unmarried,1,0,1,2,25,Yes,No,Visa,39,4443.4
2727-VJTFSE-HOR,Male,43,13,Sales,No,5,No,68000,20.9,5.571104,8.640896,Yes,Unmarried,1,1,0,2,23,No,Yes,Mast,25,1410.8
0719-DZEGQX-0SD,Male,19,9,Service,No,2,No,16000,10.1,0.833856,0.782144,No,Unmarried,1,0,1,0,32,No,Yes,Othe,1,1097.3
6231-VXDDMW-GJC,Male,59,14,Sales,Yes,7,No,36000,18.4,2.88144,3.74256,No,Married,2,1,1,4,27,Yes,Yes,AMEX,8,7912.4
6504-BASSJM-G5A,Female,53,13,Professional,No,16,No,86000,29.2,0.75336,24.35864,No,Unmarried,1,9,1,2,21,No,Yes,Disc,34,1454.9
8578-TWSGQD-0P1,Male,48,18,Sales,No,4,No,89000,13.9,3.043266,9.327734,Yes,Unmarried,1,1,1,2,19,Yes,No,Disc,24,3528.3
1117-OHMKNR-Y51,Male,47,15,Agriculture,No,16,No,106000,5.6,0.08904,5.84696,No,Unmarried,1,4,0,3,20,No,No,Othe,13,5925.2
4877-OZDGZH-D9M,Female,58,13,Labor,No,26,No,73000,3.3,1.647756,0.761244,No,Unmarried,1,7,1,1,22,Yes,No,Visa,39,2273
5017-WMPJVS-YQP,Male,25,13,Professional,No,1,No,33000,35.8,4.737414,7.076586,Yes,Unmarried,1,0,0,2,34,Yes,Yes,Othe,1,2891.2
2319-UBTZOU-BDO,Male,56,11,Sales,No,2,No,55000,19.4,4.73748,5.93252,Yes,Unmarried,1,0,0,1,27,No,Yes,Visa,22,13889.8
2256-MRAMIQ-LJ1,Male,68,11,Sales,Yes,2,No,20000,2.8,0.13608,0.42392,No,Unmarried,1,1,1,2,27,No,No,Visa,1,2847.6
6490-SQKMBR-9UZ,Male,66,9,Sales,No,15,No,68000,12.7,2.159,6.477,No,Unmarried,2,5,1,3,22,No,No,Mast,18,802
5126-WLYXHE-S62,Male,38,15,Sales,No,0,No,33000,6.2,0.814308,1.231692,No,Unmarried,1,3,1,1,28,Yes,Yes,Visa,3,1843
2827-UOWJBD-SYA,Male,22,14,Sales,No,0,No,20000,14.4,0.25344,2.62656,Yes,Married,4,5,1,3,21,No,Yes,Mast,2,3637.8
1402-XVMJFP-FAT,Male,77,17,Sales,No,5,Yes,10000,8.1,0.162,0.648,No,Unmarried,1,3,0,2,30,Yes,Yes,Othe,36,1508.3
4940-QFBTLJ-WXO,Female,49,15,Sales,No,2,No,59000,11.4,4.768734,1.957266,Yes,Married,2,7,0,3,29,No,Yes,Visa,4,1474.7
6704-LTYDYF-H8I,Female,69,19,Sales,No,10,No,81000,8.8,2.801304,4.326696,No,Married,2,0,1,2,22,No,Yes,Disc,34,3082.4
3168-BWUHOD-52S,Male,19,14,Service,No,0,No,14000,17,0.28084,2.09916,Yes,Married,6,2,1,2,28,Yes,No,AMEX,1,4065.9
0688-IJBXJA-RBH,Male,69,7,Sales,No,14,No,23000,10.4,1.081184,1.310816,No,Married,2,2,1,1,28,Yes,Yes,Othe,23,1102.3
9569-INPBJS-4DG,Male,40,13,Sales,No,2,No,97000,14.3,1.303874,12.567126,No,Married,4,0,1,3,25,No,No,Mast,14,8359.7
2379-EHJSJT-VTN,Female,51,15,Labor,No,19,No,64000,4.5,2.37888,0.50112,No,Married,4,2,1,0,30,No,No,Disc,18,1518
3703-UBXJNY-S52,Female,58,17,Sales,No,8,No,62000,13.1,4.605174,3.516826,No,Unmarried,3,2,1,3,31,No,Yes,Disc,11,1701.9
7201-ZMDCOO-6Z7,Female,49,18,Labor,No,10,No,87000,4.7,1.353459,2.735541,No,Married,2,0,1,2,27,Yes,No,AMEX,26,5530.3
9791-NHIEQI-ZAB,Male,36,7,Professional,No,10,No,34000,8.1,1.33569,1.41831,Yes,Unmarried,1,7,0,0,24,No,Yes,Mast,16,7567.8
1942-HUBTKT-AMJ,Male,60,17,Professional,No,8,No,93000,8.2,1.708224,5.917776,No,Married,2,1,1,0,16,No,Yes,AMEX,29,5289.7
9487-HTGRMD-K88,Male,41,17,Agriculture,No,16,No,50000,5.3,0.9275,1.7225,No,Unmarried,1,1,1,1,22,No,Yes,AMEX,7,3212.7
0319-KYECRA-S6I,Male,52,12,Service,No,16,No,62000,8.5,2.69297,2.57703,No,Married,2,10,1,3,26,No,Yes,Mast,34,1671.8
1444-EGXRTI-10R,Male,25,15,Labor,No,3,No,34000,14.5,3.34254,1.58746,Yes,Unmarried,4,2,1,2,20,Yes,No,AMEX,5,3851.6
9000-OZEBMH-9HP,Male,50,13,Service,No,11,No,132000,16.2,8.617752,12.766248,Yes,Married,4,1,0,2,28,No,Yes,Disc,19,3629
7328-JGISFG-9S6,Male,69,15,Service,No,28,Yes,39000,7.3,0.970827,1.876173,No,Unmarried,1,1,1,2,18,Yes,Yes,AMEX,9,3624
3237-LZSIGA-9T3,Male,69,19,Sales,No,2,Yes,9000,5,0.23535,0.21465,No,Married,2,11,0,1,21,Yes,Yes,Disc,37,1152.5
7814-WBTNAB-AVE,Male,24,9,Professional,No,4,No,25000,6.5,0.2795,1.3455,Yes,Unmarried,1,0,0,2,41,No,No,AMEX,5,1960.6
2948-EZONZM-3BC,Female,37,10,Sales,No,6,No,43000,1.2,0.181116,0.334884,No,Unmarried,1,0,0,0,13,Yes,Yes,Othe,6,1001.3
4672-YXVTSJ-JYI,Male,42,13,Service,No,10,No,66000,17.4,8.38332,3.10068,Yes,Married,2,6,1,3,27,No,Yes,AMEX,10,3333.6
9564-ABGIMT-78O,Male,35,13,Sales,Yes,3,No,35000,12.7,1.337945,3.107055,Yes,Unmarried,1,1,0,1,21,Yes,Yes,Mast,11,3523.5
0916-BWPGAE-LLH,Female,36,21,Labor,No,5,No,43000,13.8,1.566576,4.367424,No,Married,5,1,1,3,25,No,Yes,Mast,18,1883.3
0777-RCIFPS-HEW,Male,65,14,Labor,Yes,23,No,66000,16.5,1.36125,9.52875,No,Unmarried,1,1,0,4,24,No,No,AMEX,34,5014.6
2322-VRHDCW-RXP,Male,70,14,Labor,No,25,Yes,23000,10.6,0.480286,1.957714,No,Married,3,1,1,3,25,No,No,AMEX,10,5119.3
1677-FFTQYV-GNJ,Female,73,16,Professional,No,18,Yes,11000,4.2,0.054516,0.407484,No,Unmarried,1,8,0,3,39,No,Yes,Visa,29,2202.5
9156-VTNKXY-XNC,Female,39,14,Sales,No,4,No,24000,1,0.0816,0.1584,No,Married,4,1,0,0,22,No,No,Visa,11,2177.7
2012-RQECJI-6PR,Female,24,19,Service,No,0,No,92000,14.1,0.765348,12.206652,No,Married,7,7,0,3,23,No,Yes,Mast,6,3238.1
8396-JZZAGP-FB1,Male,59,16,Service,No,27,No,143000,8,1.12112,10.31888,No,Unmarried,1,1,0,4,23,No,No,Visa,40,6595.9
8031-GAIWVT-U3I,Male,23,18,Professional,No,0,No,79000,4.2,0.428022,2.889978,Yes,Unmarried,1,2,1,3,21,No,No,Visa,5,3682.5
9389-DIVFAG-BWU,Male,30,13,Service,No,9,No,50000,22.1,0.7514,10.2986,Yes,Unmarried,3,0,0,2,23,No,No,Visa,12,3829
2688-LKNTHG-FFU,Female,63,16,Labor,No,17,No,93000,4.2,0.374976,3.531024,No,Married,2,9,1,2,30,No,Yes,Visa,37,7445.2
6786-HCPJTU-GSK,Male,67,12,Crafts,No,35,Yes,19000,18.6,0.31806,3.21594,No,Unmarried,1,3,1,0,23,No,No,Mast,35,1011.3
2433-SCDZCN-ZTU,Male,38,14,Crafts,No,7,No,43000,0.7,0.146888,0.154112,No,Unmarried,1,0,1,2,18,Yes,Yes,Mast,6,4510.7
1500-KHFJPE-Q5U,Female,24,17,Sales,No,0,No,34000,20.2,3.488944,3.379056,Yes,Unmarried,4,6,0,3,19,No,No,Visa,3,1805.7
1210-DFERRV-YE6,Male,40,14,Professional,Yes,2,No,22000,5.8,0.447876,0.828124,No,Unmarried,1,0,1,0,19,No,No,Mast,6,4067.2
2160-FHTFDO-9EL,Female,18,13,Sales,Yes,0,No,20000,15.1,0.50736,2.51264,Yes,Unmarried,1,2,1,1,33,No,No,Visa,0,3070.5
1994-QKDOIY-XKP,Female,18,13,Professional,No,0,No,18000,8.5,0.91188,0.61812,Yes,Unmarried,3,5,1,1,19,Yes,Yes,Disc,0,2790.3
0219-ALHPXT-GZE,Male,53,14,Professional,No,16,No,181000,16.6,6.369752,23.676248,No,Married,2,2,1,4,24,Yes,Yes,Disc,34,5966.6
8365-TUAPOY-AFJ,Female,70,16,Labor,No,29,Yes,90000,16,1.9296,12.4704,No,Unmarried,1,0,1,2,24,No,No,AMEX,27,4127.8
5763-UPPXZR-KC6,Female,51,20,Sales,No,2,No,33000,3.1,0.362142,0.660858,No,Married,2,0,0,2,26,No,No,Disc,9,1888.5
1021-BKWCOZ-SLE,Female,38,16,Labor,No,11,No,167000,3.4,2.941204,2.736796,No,Married,3,8,1,3,17,No,No,Mast,20,5139.7
0620-EOJBKD-U7E,Female,33,15,Sales,No,2,No,33000,18,0.7425,5.1975,No,Unmarried,3,0,0,1,16,No,No,Mast,3,2312.8
0551-HWDDQJ-6DT,Male,74,18,Crafts,No,33,Yes,9000,2.1,0.031941,0.157059,No,Unmarried,1,6,1,2,22,No,No,Visa,33,3288.2
4238-ULZPRI-3SS,Male,56,17,Professional,No,5,No,112000,3.3,1.079232,2.616768,No,Married,2,0,1,3,21,No,Yes,AMEX,7,5274.6
1868-FDNNRB-RJ8,Male,66,14,Service,No,26,Yes,44000,6,0.8844,1.7556,No,Married,2,0,1,2,31,Yes,No,Visa,38,4143.8
2701-REFVHC-0WJ,Female,21,9,Professional,No,1,No,18000,4.7,0.64296,0.20304,Yes,Married,5,4,1,1,28,No,No,AMEX,3,1859.6
4984-TXTWMO-IL1,Male,28,13,Sales,No,2,No,30000,2.5,0.3915,0.3585,No,Married,6,8,0,1,29,No,Yes,Mast,3,1046
6254-NPBPLQ-MN9,Male,41,11,Professional,No,9,No,35000,7.5,0.616875,2.008125,No,Married,3,0,1,3,20,No,No,Mast,23,2846.9
6977-VVFCPU-OHB,Female,27,18,Sales,No,0,No,22000,3.4,0.343332,0.404668,No,Married,6,1,1,3,32,No,No,Disc,5,2870.9
4528-WSDUCW-WCM,Male,38,13,Sales,No,3,No,32000,14.9,1.38272,3.38528,Yes,Unmarried,1,5,1,1,29,Yes,No,Mast,8,1995.4
5941-FMWIQQ-540,Male,18,13,Sales,No,0,No,23000,8.6,0.994934,0.983066,Yes,Unmarried,2,4,1,2,26,Yes,No,Mast,0,2872.9
0768-LXMQMP-HE5,Male,67,18,Sales,No,11,No,68000,12.4,2.521168,5.910832,No,Unmarried,1,3,1,1,30,No,Yes,AMEX,18,8384.6
9145-VOOJAV-81C,Male,71,9,Crafts,No,39,No,175000,20,14.28,20.72,No,Unmarried,1,3,0,0,23,No,Yes,Mast,38,6438.9
1914-CIAQRB-GG5,Female,37,16,Professional,No,7,No,54000,7.1,1.03518,2.79882,No,Married,2,0,1,3,29,No,No,Disc,10,7771.7
1396-NUQYXY-TWM,Male,45,16,Labor,No,15,No,55000,2.8,0.2926,1.2474,No,Married,2,1,0,4,23,Yes,Yes,Disc,26,4691.6
2013-ZYDGGG-M64,Male,65,11,Sales,No,6,No,30000,1.4,0.19026,0.22974,No,Unmarried,1,0,0,1,30,No,Yes,Mast,7,2017
9045-LMVJAY-C5G,Male,22,14,Crafts,No,1,No,31000,6.7,0.488095,1.588905,No,Unmarried,4,0,1,1,23,Yes,No,AMEX,4,5944.1
8257-ZUSJDX-QFN,Male,65,22,Agriculture,No,20,No,95000,2.3,0.220685,1.964315,No,Unmarried,1,3,1,1,10,No,Yes,AMEX,29,4600.5
6839-WSKKYK-D4T,Female,58,15,Service,No,11,No,43000,2,0.18232,0.67768,No,Unmarried,1,3,1,2,24,No,No,Visa,25,1410.5
5336-PGMTUH-ETS,Male,62,15,Agriculture,No,23,No,66000,12.7,3.998214,4.383786,No,Unmarried,1,0,1,3,28,No,No,AMEX,27,3634.2
4620-PJTNNY-HPV,Female,25,11,Sales,No,1,No,32000,5.3,0.1272,1.5688,No,Married,5,1,0,1,30,No,No,Disc,7,2067.6
2704-RLBHGY-MD9,Male,46,12,Agriculture,No,20,No,124000,16.6,3.725704,16.858296,No,Unmarried,1,2,0,1,34,No,No,AMEX,18,4487.3
7715-JQTDUG-FFX,Male,46,15,Sales,No,6,No,64000,6.8,1.836544,2.515456,No,Unmarried,1,3,1,2,17,Yes,Yes,Visa,7,3936.8
6164-ZUOJYL-DDM,Female,33,14,Sales,No,2,No,28000,10.6,0.86072,2.10728,Yes,Unmarried,1,0,1,2,35,Yes,No,Visa,3,1572
5820-CFGSKO-LH2,Male,61,17,Professional,No,15,Yes,48000,13.1,0.591072,5.696928,No,Married,2,2,1,5,22,Yes,Yes,AMEX,32,5014
0594-EMVICD-E3H,Female,71,16,Professional,No,19,No,102000,7.5,0.9333,6.7167,No,Married,2,0,1,3,15,No,No,AMEX,30,8655.4
0726-KBNZRH-2DR,Male,19,14,Sales,No,0,No,36000,6.1,1.126548,1.069452,Yes,Unmarried,1,11,1,3,19,No,Yes,Disc,1,4971.4
3833-RQEFZV-E3U,Female,24,14,Sales,No,1,No,26000,14.6,1.188148,2.607852,Yes,Unmarried,3,1,1,1,27,No,No,Mast,6,2695.7
5287-GQWEBQ-575,Female,23,15,Labor,No,1,No,22000,10.5,1.33287,0.97713,No,Married,5,3,0,3,23,No,No,Visa,1,893.3
0675-TNFPMK-44B,Male,54,14,Sales,No,6,No,35000,8.1,0.745605,2.089395,No,Unmarried,1,2,0,0,22,No,Yes,Mast,26,3419.5
6509-SLEQAG-75C,Male,70,14,Professional,No,18,No,87000,11.7,2.086695,8.092305,No,Married,2,2,0,1,36,No,Yes,AMEX,26,3502.2
5393-SYOAIL-N5S,Female,19,12,Professional,No,0,No,19000,7.8,0.08151,1.40049,Yes,Unmarried,1,0,0,2,19,No,No,Mast,1,2049.8
2869-XNMXQZ-101,Male,44,8,Sales,No,2,No,22000,9.6,1.053888,1.058112,No,Married,2,4,0,2,22,Yes,Yes,Mast,5,2078.8
1269-PDECAF-N66,Male,79,11,Sales,No,20,Yes,12000,5.4,0.26568,0.38232,No,Married,2,6,0,1,21,No,No,Visa,39,1224.4
7157-SIJCJP-JSV,Female,62,8,Service,No,28,No,111000,2.4,0.375624,2.288376,No,Married,2,3,1,3,23,No,No,Visa,26,1407.5
2640-TFNEVP-MIP,Female,35,14,Service,No,10,No,53000,11.4,0.592116,5.449884,No,Unmarried,1,0,1,2,38,Yes,No,Visa,17,4441
6859-QHDZGI-0YU,Male,41,13,Agriculture,No,15,No,44000,8.5,0.32164,3.41836,No,Unmarried,1,0,1,2,25,No,Yes,Disc,8,2792.1
9796-BYXDZX-K3X,Male,69,15,Service,No,11,Yes,22000,14.2,1.35894,1.76506,No,Married,2,4,1,1,31,No,Yes,Mast,38,910.6
9835-WHJVJX-VJP,Female,20,15,Sales,No,0,No,42000,5.3,0.665574,1.560426,Yes,Married,4,0,0,2,20,Yes,Yes,Mast,2,6173
4718-YJTFAH-GXF,Female,76,15,Sales,No,17,Yes,18000,12.3,0.46494,1.74906,No,Married,2,2,0,2,28,Yes,No,Visa,39,1390
3480-CZKKSC-W6H,Male,65,16,Professional,Yes,19,No,122000,18.7,0.889746,21.924254,No,Married,3,3,1,4,21,Yes,Yes,Disc,31,3546.1
4443-OGEZVI-O5M,Female,34,15,Sales,Yes,1,No,31000,11.9,0.778379,2.910621,Yes,Unmarried,1,2,1,3,22,Yes,No,Mast,17,3371.3
3993-LPGYYK-ZNC,Male,63,13,Service,No,24,No,215000,16.6,8.13732,27.55268,Yes,Married,2,1,0,2,22,No,No,AMEX,19,4135.3
1865-LDHCGC-3C3,Male,65,15,Sales,No,5,Yes,10000,16.4,0.37228,1.26772,No,Married,2,2,1,3,28,No,Yes,Othe,34,2820.5
8747-UACYSV-BUP,Female,69,15,Service,No,14,No,73000,6.1,1.847995,2.605005,No,Unmarried,1,12,1,1,29,No,No,AMEX,19,6523.4
9096-NFBIVO-0GI,Female,79,13,Labor,Yes,38,Yes,33000,8.2,1.417944,1.288056,No,Unmarried,1,11,1,4,24,No,Yes,Disc,39,1726.2
3606-KITPFR-I5M,Female,34,19,Sales,No,2,No,29000,9.5,1.793505,0.961495,No,Married,3,0,1,6,32,No,Yes,AMEX,10,3326.8
9593-GJQWOS-4VC,Male,50,9,Sales,No,2,No,23000,13.6,1.213664,1.914336,Yes,Unmarried,1,0,1,1,23,Yes,Yes,Mast,9,824.7
3656-QTYTTI-LK8,Male,49,16,Crafts,Yes,13,No,191000,12.9,10.249824,14.389176,Yes,Married,2,7,1,2,34,Yes,No,Mast,30,8174.9
8816-QXSMOQ-H4M,Male,58,18,Labor,No,27,No,156000,8.9,1.541124,12.342876,No,Unmarried,1,5,1,0,25,No,Yes,AMEX,33,5635.4
8162-CDAFWN-2KO,Male,59,15,Labor,No,26,No,137000,16.8,15.858024,7.157976,Yes,Unmarried,1,9,1,2,27,No,Yes,AMEX,29,7346.9
2903-BCWCCA-ON1,Male,43,12,Labor,No,16,No,77000,6.5,1.886885,3.118115,No,Unmarried,5,0,0,4,28,No,Yes,Visa,13,5507.2
4445-LRWKQB-08A,Male,25,17,Sales,Yes,0,No,17000,8.4,0.261324,1.166676,Yes,Married,4,7,1,3,24,No,No,Visa,7,775.1
1911-QWFGHD-HTX,Female,39,21,Sales,No,1,No,35000,2.6,0.14105,0.76895,Yes,Unmarried,1,5,1,2,22,Yes,No,Disc,2,4434.2
5372-BWQLHU-L2G,Female,32,16,Professional,Yes,2,No,24000,9,1.20528,0.95472,No,Married,5,8,1,0,24,Yes,No,Mast,3,1839
3194-PHOEGZ-C8S,Male,70,19,Professional,No,8,No,60000,4.1,1.04058,1.41942,No,Unmarried,1,6,0,4,28,Yes,No,Mast,30,4220.1
2424-NMVTCO-2HY,Female,36,18,Crafts,Yes,8,No,56000,3.7,0.532504,1.539496,No,Unmarried,3,3,1,3,25,No,No,Disc,3,1526.6
8057-EOYDEN-SAO,Male,31,8,Sales,No,4,No,23000,21.3,2.165358,2.733642,No,Unmarried,2,1,1,0,25,No,Yes,Visa,13,3329.6
6451-KTKDGF-O8E,Female,23,18,Professional,No,0,No,16000,11.3,0.383296,1.424704,Yes,Unmarried,2,0,0,2,23,No,Yes,AMEX,1,5383.5
5847-JFRJIM-RCZ,Male,44,10,Sales,No,7,No,34000,2,0.37604,0.30396,No,Unmarried,1,0,1,1,15,No,Yes,Disc,6,2462.6
9998-ZGHXLK-EOT,Female,31,14,Professional,No,5,No,26000,19.5,2.60091,2.46909,No,Unmarried,1,3,0,2,24,Yes,No,Mast,6,1907.9
9330-CKKNXY-Z1S,Female,45,18,Professional,No,3,No,53000,11.7,2.195154,4.005846,Yes,Married,2,1,0,4,30,No,No,Disc,3,3371.4
1279-LEVTHB-FES,Female,21,16,Sales,No,0,No,21000,3.2,0.165984,0.506016,Yes,Married,2,0,1,2,34,No,No,Visa,3,2932.2
0609-XPSOZF-LZ4,Female,50,16,Service,No,10,No,48000,2.2,0.124608,0.931392,No,Married,2,0,1,0,9,Yes,Yes,Mast,19,2032.8
8124-GTCOFL-APB,Female,38,16,Professional,No,6,No,46000,5.5,0.67298,1.85702,No,Unmarried,1,3,0,0,21,No,No,Visa,20,1625.2
0061-IUOHXW-6TN,Male,36,17,Professional,No,9,No,52000,31.8,8.152248,8.383752,Yes,Married,4,9,1,0,14,No,No,AMEX,18,3012.1
6029-IREOHQ-FAO,Male,76,13,Professional,No,10,No,53000,13.8,3.795966,3.518034,No,Married,2,0,0,2,19,Yes,No,Mast,33,1261.3
8696-ZFDBUR-ECI,Male,53,8,Labor,No,18,No,61000,16.8,4.232424,6.015576,No,Married,2,0,1,2,27,No,Yes,Mast,35,3098.6
9936-JXYWJK-YJ6,Male,60,10,Sales,No,5,No,36000,17.2,1.634688,4.557312,No,Married,3,7,1,2,17,No,No,Disc,30,1922.4
0579-QJEXBV-75U,Female,76,16,Professional,No,11,No,48000,8.7,2.029536,2.146464,No,Married,2,2,1,2,19,No,Yes,Visa,23,1818.3
3775-BVFKFE-8CR,Male,52,16,Service,No,20,No,48000,1.8,0.22464,0.63936,No,Unmarried,1,0,0,3,28,No,Yes,Mast,13,5256.6
6289-YVKMBB-CXK,Female,27,11,Service,No,3,No,21000,14.9,1.123311,2.005689,No,Married,4,6,1,2,22,Yes,No,Visa,1,9627.6
